model,mean_excess,min_excess,max_excess,std_excess,sum_excess,mean_portfolio,mean_benchmark,mean_n,mean_max_weight,count
risk_balanced_lstm,0.01824509928697267,-0.009169250881991196,0.03385922823634724,0.019640892275188636,0.10947059572183601,0.024381790971641486,0.006136691684668812,40.0,0.10000000000000002,6
lgb_consensus_previous,0.0063156966503630715,0.001467844468941039,0.017470841213941424,0.005932895730787217,0.03789417990217843,0.012452388335031884,0.006136691684668812,46.166666666666664,0.03320299648078976,6
