as_of,final_route,n_variants,top_k,rank_power,base_rank_power,adaptive_rank_power,mix_agg,meta_layer,meta_passthrough_reason,n_names,max_weight,variant_routes
2026-02-13,meta_portfolio_ensemble,3,30,8.0,2.5,True,0.0,portfolio_ensemble,,30,0.10000000000000002,default=factor_route | factor_ic_dampen=factor_route | factor_ic_filter=factor_route
