as_of,model,selected_route,guard_reason,baseline_top_k,effective_baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_baseline_top_k,route_baseline_train_rows,route_baseline_train_end,route_baseline_val_start,route_baseline_val_rank_ic,route_baseline_n_names,route_baseline_max_weight
2026-01-09,stage2_baseline_guard_ensemble,baseline_xgb,baseline_guard_overheated_high_breadth,0,60,30,6.0,0.095,60,0.03278688524590164,45.37190082644628,tree_consensus,normal_tree_consensus,0.07917837262077909,0.1258653934030689,0.8877755511022044,0.043043925370941816,60,320448,2025-12-10,2025-12-18,-0.11697745162053566,60,0.03278688524590164
