as_of,model,selected_route,guard_reason,baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_baseline_top_k,route_baseline_train_rows,route_baseline_train_end,route_baseline_val_start,route_baseline_val_rank_ic,route_baseline_n_names,route_baseline_max_weight
2026-04-10,stage2_baseline_guard_ensemble,baseline_xgb,baseline_guard_overheated_high_breadth,40,30,6.0,0.095,40,0.04878048780487805,30.37037037037037,tree_consensus,normal_tree_consensus,0.04787087098419485,-0.04666646410203901,0.7314629258517034,0.02264375490830317,40,349336,2026-03-12,2026-03-20,0.06314792468876704,40,0.04878048780487805
