as_of,model,selected_route,guard_reason,baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_baseline_top_k,route_baseline_train_rows,route_baseline_train_end,route_baseline_val_start,route_baseline_val_rank_ic,route_baseline_n_names,route_baseline_max_weight
2026-02-27,stage2_baseline_guard_ensemble,baseline_xgb,baseline_guard_mild_positive_flat_tape,50,30,6.0,0.095,50,0.0392156862745098,37.87128712871287,tree_consensus,normal_tree_consensus,0.0278836645270355,0.03229233171129531,0.6412825651302605,0.015272872734415688,50,334888,2026-01-22,2026-01-30,0.06643846806140619,50,0.0392156862745098
