as_of,requested_mode,effective_mode,base_source,formula,alpha_top_k,alpha_power,confidence_penalty,base_weight,final_top_k,final_power,max_weight,n_names,max_actual_weight,idx_ret_3d,idx_ret_5d,idx_ret_20d,breadth_ret_3d_pos,breadth_ret_5d_pos
2026-01-23,auto,current_regime,cache:/Users/venus/Desktop/ml-competition-sp26/submissions/stage2/backtests/full_week/stage2_fullweek_meta_12w_20260510/meta_portfolio_ensemble_20260123.csv,weekly_momo_conf,50,4.0,0.2,0.5,35,4.0,0.1,35,0.09999999999999998,0.041509347032331556,0.04342355837240719,0.16840577581188332,0.8370221327967807,0.8028169014084507
