as_of,final_route,n_variants,top_k,rank_power,base_rank_power,adaptive_rank_power,mix_agg,meta_layer,meta_passthrough_reason,n_names,max_weight,variant_routes
2026-02-27,meta_portfolio_ensemble,1,30,2.5,2.5,True,0.0,portfolio_ensemble,,30,0.1,default=tree_consensus_drawdown_overlay_final_confidence_alpha
