as_of,model,selected_route,guard_reason,baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_baseline_top_k,route_baseline_train_rows,route_baseline_train_end,route_baseline_val_start,route_baseline_val_rank_ic,route_baseline_n_names,route_baseline_max_weight
2026-01-23,stage2_baseline_guard_ensemble,baseline_xgb,baseline_guard_overheated_high_breadth,30,30,6.0,0.095,30,0.06451612903225806,22.868852459016395,tree_consensus,normal_tree_consensus,0.04342355837240719,0.16840577581188332,0.7975951903807615,0.029299847792998435,30,325433,2025-12-24,2026-01-05,-0.0038629622851886146,30,0.06451612903225806
