route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
fixed_lstm,downtrend_stabilization_sequence_signal,0.002081907936994476,-0.0017948765813149414,0.0420627235579234,-0.05270873405893994,-0.10447864450597544,0.018193279357198836,0.8353413654618473,0.03561146147518501,-0.09707682036572801
