top_k,alpha_xgb,rank_power,equal_mix,max_weight,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
50,0.35,0.8,0.15,0.06,65,100,53,65,0.5,100,0.5
