route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
tuned_xgb,broad_recovery_from_weak_20d_tape,0.015170255595813975,0.02404669263656145,0.06834637611309624,0.04318518987588282,-0.01179978087150968,0.02053404669888293,0.7975951903807615,0.04412989175686932,-0.037537537537537524
