set,current_votes,top_k,power,mean_excess,min_excess,max_excess,neg_windows,mean_portfolio_return,avg_candidates,avg_names,vals
core_factor3,4,50,2,0.0635763069756934,0.030812266931769274,0.13711389602044724,0,0.06776095249269228,7.0,38.25,"0.03081,0.05999,0.13711,0.03717,0.04366,0.06422,0.04030,0.06645,0.07695,0.05794,0.06957,0.07874"
core_plus_alpha,4,50,2,0.06355401713785175,0.031363482608876184,0.13711389602044724,0,0.06773866265485064,8.0,38.25,"0.03136,0.05999,0.13711,0.03664,0.04383,0.06422,0.04030,0.06645,0.07695,0.05747,0.06957,0.07874"
core_factor3,1,50,2,0.06355258208908357,0.028328031082361767,0.13711389602044724,0,0.06773722760608246,4.0,38.25,"0.02833,0.05999,0.13711,0.03838,0.04465,0.06422,0.04030,0.06645,0.07695,0.05794,0.06957,0.07874"
core_plus_alpha,2,50,2,0.06353707825628292,0.030959739842711734,0.13711389602044724,0,0.06772172377328181,6.0,38.25,"0.03096,0.05999,0.13711,0.03733,0.04406,0.06422,0.04030,0.06645,0.07695,0.05676,0.06957,0.07874"
core_plus_alpha,0,50,2,0.06335930894790083,0.029382891120232006,0.13711389602044724,0,0.0675439544648997,4.0,38.25,"0.02938,0.05999,0.13711,0.03713,0.04465,0.06422,0.04030,0.06645,0.07695,0.05581,0.06957,0.07874"
core_factor3,0,50,2,0.06328926873299962,0.03158768771345277,0.13711389602044724,0,0.0674739142499985,3.0,36.666666666666664,"0.03159,0.05999,0.13711,0.03307,0.04354,0.06422,0.04030,0.06645,0.07695,0.05794,0.06957,0.07874"
hybrid_strong,2,40,2,0.06326902886848965,0.03358708594186184,0.1230646215005054,0,0.06745367438548852,9.0,35.833333333333336,"0.03359,0.04699,0.12306,0.04247,0.04072,0.06422,0.04972,0.06645,0.07695,0.06679,0.06952,0.07874"
hybrid_strong,4,40,2,0.06315662787220132,0.03352162744917266,0.1201615151518384,0,0.06734127338920019,11.0,35.833333333333336,"0.03352,0.04745,0.12016,0.04022,0.04426,0.06422,0.04972,0.06645,0.07695,0.06666,0.06952,0.07874"
hybrid_broad,1,35,2,0.0631107953650678,0.033685298907241194,0.12778650836515307,0,0.0672954408820667,11.0,32.916666666666664,"0.03369,0.05026,0.12779,0.03885,0.03576,0.06318,0.05580,0.06709,0.07757,0.06353,0.06660,0.07721"
core_factor3,2,60,2,0.06290335492678548,0.029581990016819687,0.13711389602044724,0,0.06708800044378437,5.0,40.916666666666664,"0.02958,0.05999,0.13711,0.03785,0.04456,0.06422,0.03374,0.06645,0.07695,0.05606,0.06957,0.07874"
