name,topk,power,cpen,analog_mean,analog_min,analog_neg,recent12_mean,recent12_min,recent12_neg
ret1,30,4,0.0,0.031391348571613235,-0.05090558882037187,7,0.013763371051758176,-0.05090558882037187,2
ret1,30,4,0.1,0.01654284721960373,-0.020017007514701493,4,0.004578713722685551,-0.008275915169189699,5
ret1,30,4,0.2,0.011902815795723973,-0.017998764994879266,6,0.003655598908006394,-0.024704427832019774,4
ret1,30,6,0.0,0.031371167053491425,-0.05495974635526964,7,0.014380661842246095,-0.05495974635526964,2
ret1,30,6,0.1,0.0159520513819804,-0.018584234744209366,5,0.003860575811015511,-0.008722735629076196,6
ret1,30,6,0.2,0.011884316228605342,-0.019188207207922952,7,0.0033597397759894763,-0.025111219596797952,5
ret1,30,8,0.0,0.03156227711855954,-0.05539032318131254,6,0.014624377803328946,-0.05539032318131254,2
ret1,30,8,0.1,0.015563869239709488,-0.017878264128647736,5,0.003718494781459509,-0.00938641403371862,4
ret1,30,8,0.2,0.011765280272627882,-0.020423323554490672,6,0.0029259184320848085,-0.024921269502789768,5
ret1,40,4,0.0,0.029530244259054407,-0.04284871529004258,7,0.01204652112887221,-0.04284871529004258,3
ret1,40,4,0.1,0.016850399841695625,-0.022650745712627374,4,0.005064388034668192,-0.012390066359736475,4
ret1,40,4,0.2,0.011014469306893445,-0.017219878418220196,6,0.003586892291834293,-0.022904741939717428,4
ret1,40,6,0.0,0.031304826616943685,-0.05064615189121803,7,0.013728023003010565,-0.05064615189121803,2
ret1,40,6,0.1,0.016538512529544157,-0.020025183972175134,4,0.004506901359776003,-0.008404730206259516,5
ret1,40,6,0.2,0.011935365343809859,-0.01763571584939651,6,0.0036781073296755415,-0.02445433780788397,4
ret1,40,8,0.0,0.03134175703820326,-0.05412392068510237,7,0.014228231729680707,-0.05412392068510237,2
ret1,40,8,0.1,0.01615609086852988,-0.018782513349443974,5,0.004005681771254428,-0.008512056312394406,6
ret1,40,8,0.2,0.011954090401779683,-0.018547720269792647,6,0.0034449425353059436,-0.024946003514458897,4
ret1,50,4,0.0,0.026606225040861187,-0.03717745017613304,7,0.010795671217166866,-0.03717745017613304,3
ret1,50,4,0.1,0.0164400917827587,-0.023768598615780137,4,0.005019654270329735,-0.015291426335192954,3
ret1,50,4,0.2,0.010314974103949576,-0.015337933082860578,6,0.004017932836789093,-0.020636671711069317,3
ret1,50,6,0.0,0.030005863241168773,-0.045109693527007166,7,0.012625280939736055,-0.045109693527007166,2
ret1,50,6,0.1,0.016828507817014948,-0.02203560104829415,4,0.005007911196717325,-0.011264010225180435,4
ret1,50,6,0.2,0.011369424441694283,-0.017165296679344407,6,0.0036315596940089856,-0.023188275718701967,4
ret1,50,8,0.0,0.031262692533401984,-0.05050266811437586,7,0.013711493519643432,-0.05050266811437586,2
ret1,50,8,0.1,0.01653418999671225,-0.020012565235926552,4,0.004470924061513734,-0.008454341923589341,5
ret1,50,8,0.2,0.011954116752625449,-0.017445919409714714,6,0.0036922020183987464,-0.024309780964352386,4
ret3,30,4,0.0,0.003406595534097767,-0.06360391383808468,12,0.002208353067182478,-0.0289787842777642,6
ret3,30,4,0.1,0.008861180603244664,-0.04647212778514817,10,0.0031433420010384856,-0.035847292826331915,6
ret3,30,4,0.2,0.010955982086129369,-0.027435803880275212,8,0.008932955278556242,-0.036017237924851626,5
ret3,30,6,0.0,0.0029985942842704733,-0.06534729192347141,12,0.0030481472664783487,-0.03228911182251856,6
ret3,30,6,0.1,0.01005278232222442,-0.047212366013364565,9,0.0036306730241094914,-0.036306469713120064,6
ret3,30,6,0.2,0.011212326153035789,-0.02804072703323523,8,0.009648616405271036,-0.03542406192702864,4
ret3,30,8,0.0,0.0026193659710765905,-0.06651248624496796,12,0.0033936122375975704,-0.03399635253855408,6
ret3,30,8,0.1,0.010028918486387732,-0.0485213031389954,9,0.004013695205370889,-0.03582016071857691,6
ret3,30,8,0.2,0.011199665449950148,-0.026784290939253025,8,0.009952587520194579,-0.035689367119613846,4
ret3,40,4,0.0,0.003935268516171086,-0.060857376798352195,12,0.0014037686566434353,-0.02879927190830438,6
ret3,40,4,0.1,0.00756341006788135,-0.046972504907667564,10,0.003234796733774789,-0.03476461212708954,5
ret3,40,4,0.2,0.01009044083521212,-0.02672020763645186,8,0.007627647026785326,-0.03605188311976129,5
ret3,40,6,0.0,0.0034591488689824064,-0.06344341703990802,12,0.0021602752889631344,-0.028704669790443334,6
ret3,40,6,0.1,0.00879681251303481,-0.04620626311678157,10,0.0030634185614347082,-0.03585569039751067,6
ret3,40,6,0.2,0.010974442575090691,-0.02756707703625104,8,0.008948494342538115,-0.03603910976027392,5
ret3,40,8,0.0,0.0031417679033005482,-0.0646870451852936,12,0.0028890631075453913,-0.031415017414006284,6
ret3,40,8,0.1,0.00972569181047405,-0.04661049766037323,9,0.003416350482516791,-0.03618342125771482,6
ret3,40,8,0.2,0.011218621850930735,-0.028071335725448003,8,0.009581075415254613,-0.035528292570428284,5
ret3,50,4,0.0,0.003588905184411597,-0.05707855373014688,13,0.001401888740451682,-0.02782986028216789,6
ret3,50,4,0.1,0.006777852334819566,-0.045345490426349014,10,0.00367463661758134,-0.03410764902417518,5
ret3,50,4,0.2,0.009240845618288585,-0.02551435793622031,8,0.007746855839081117,-0.03599929955678784,4
ret3,50,6,0.0,0.003985032865762353,-0.06155614882862227,12,0.001381737528352114,-0.028634039085556257,6
ret3,50,6,0.1,0.007863759007888292,-0.04664091397966648,10,0.0029878400444587733,-0.03522320787951857,5
ret3,50,6,0.2,0.010365867487912909,-0.027427380016338532,8,0.00771507510923792,-0.03620165425369539,5
ret3,50,8,0.0,0.00349311967748041,-0.06333285191457358,12,0.0021353125745696634,-0.02854391214488141,6
ret3,50,8,0.1,0.00877687974072596,-0.04602819223350457,10,0.0030195875673165694,-0.03586983223532212,6
ret3,50,8,0.2,0.01097882502411136,-0.027647039026308086,8,0.008955698852295323,-0.03605075907223105,5
lowvol,30,4,0.0,-0.001723522659330242,-0.05051785091795481,11,0.006441311485292278,-0.032362491563581404,6
lowvol,30,4,0.1,0.0006245551249660357,-0.04853338043652661,10,0.0049281101946976385,-0.03004822382660953,5
lowvol,30,4,0.2,0.0009524122689310579,-0.050750952809591576,10,0.0033904837439733978,-0.03130178194951492,7
lowvol,30,6,0.0,-0.0016545460196983528,-0.0504963685797918,9,0.006102998596426683,-0.03376043371615222,5
lowvol,30,6,0.1,0.00029632163616952174,-0.04930025196686967,10,0.005260449307243839,-0.03171274827796913,5
lowvol,30,6,0.2,0.0007409940823766226,-0.05210278282423306,10,0.003529118381980584,-0.03127512079228361,7
lowvol,30,8,0.0,-0.0013641543054684789,-0.04961789747907754,9,0.005851150300491672,-0.03506096801396056,5
lowvol,30,8,0.1,0.00019832683804150682,-0.049130898668960254,11,0.005010438860931338,-0.03291604011322909,5
lowvol,30,8,0.2,0.000428530413840548,-0.053122912951034336,11,0.003597303025342563,-0.03138704652575735,7
lowvol,40,4,0.0,-0.0018310301177339645,-0.04904010958377859,11,0.006379409725451954,-0.03178884225210002,6
lowvol,40,4,0.1,0.0009254056490241314,-0.04823091303644396,9,0.004685260051037997,-0.027445405038716945,6
lowvol,40,4,0.2,0.001040965296405323,-0.049715436697144275,10,0.0032464132845623473,-0.029817022117288323,7
lowvol,40,6,0.0,-0.0017611382274328724,-0.050286829026632625,11,0.006443912414568494,-0.03247519202199053,6
lowvol,40,6,0.1,0.0006396669681772435,-0.04865861907460114,10,0.004972053240484037,-0.029609923352840947,5
lowvol,40,6,0.2,0.0009540698874258167,-0.050659396406693855,10,0.003362134831249825,-0.031090752860105535,7
lowvol,40,8,0.0,-0.0016445552912855693,-0.050494279691699444,9,0.006231378994761322,-0.033377964557894824,5
lowvol,40,8,0.1,0.0003784897031598882,-0.04913791621439292,10,0.005188474326412436,-0.030978853666811586,5
lowvol,40,8,0.2,0.0008238591950743987,-0.05166712879617475,10,0.0034927759568362843,-0.03123548224131144,7
lowvol,50,4,0.0,-0.0013610975286691845,-0.04691328125713482,11,0.005844916051228469,-0.03116517498562566,6
lowvol,50,4,0.1,0.0007998480019884312,-0.04739594754111312,9,0.004344384992604266,-0.02460351588853027,6
lowvol,50,4,0.2,0.0007614128082514709,-0.04865572342739613,10,0.002982305289168395,-0.028944094368102333,7
lowvol,50,6,0.0,-0.0019167484795418882,-0.04915525223244881,11,0.006373627324161905,-0.03169442954662512,6
lowvol,50,6,0.1,0.0008528134240825107,-0.048526449415521755,10,0.004797328407064598,-0.02831922759324517,6
lowvol,50,6,0.2,0.0009965533273437817,-0.04990665519378451,10,0.003260245304563328,-0.030057562103268418,7
lowvol,50,8,0.0,-0.0017777566157105677,-0.050136185294718964,11,0.006439329454961769,-0.032523556794435055,6
lowvol,50,8,0.1,0.000643923157567928,-0.048724552666454236,10,0.004998691124675257,-0.029382809797395916,5
lowvol,50,8,0.2,0.0009530620263312507,-0.05061933685494599,10,0.003346746953847835,-0.03100076650239127,7
obv,30,4,0.0,-0.00020065778439851985,-0.08021701437349851,12,0.0016715580772335115,-0.05565673012056826,5
obv,30,4,0.1,0.00071933069339415,-0.034486148211480404,11,0.009149434115455405,-0.03173604523955324,5
obv,30,4,0.2,0.0013262571236933682,-0.04230145035965515,11,0.00936147700029584,-0.03165562645296682,5
obv,30,6,0.0,-0.00045650377696779715,-0.08470162157878736,11,0.0024037392245317584,-0.059033706954051496,5
obv,30,6,0.1,0.00033518376524949227,-0.03612368953782789,12,0.008403684174751349,-0.033515872212026676,5
obv,30,6,0.2,0.0014956469315865885,-0.04491909323776729,10,0.009820948085120584,-0.0329011779767726,5
obv,30,8,0.0,-0.00017208472955308767,-0.08575745477788663,11,0.003014452557036935,-0.057978841673036983,5
obv,30,8,0.1,0.00010769327980235822,-0.03701062790147175,12,0.007897940549369742,-0.03569645591202693,6
obv,30,8,0.2,0.0018202890943936484,-0.04670027785831503,10,0.010677059234371655,-0.033654681594039455,5
obv,40,4,0.0,-0.00018072678617558354,-0.07280384325851505,12,0.001521966520929371,-0.050973857126936334,5
obv,40,4,0.1,0.001290216269245147,-0.03133117918448253,11,0.009138879467884723,-0.030165261785614902,5
obv,40,4,0.2,0.0017278757753394064,-0.03804217289224907,10,0.009562416792144209,-0.030506983736576124,5
obv,40,6,0.0,-0.00023969638327442678,-0.0801009895763037,12,0.0015022886985565122,-0.055746574146353256,5
obv,40,6,0.1,0.0007502922345289849,-0.03415928223000534,11,0.009098330944420282,-0.03160059494360781,5
obv,40,6,0.2,0.0013057885200826113,-0.04217676118949095,11,0.00931444590380323,-0.0313412420235312,5
obv,40,8,0.0,-0.0004098228562648538,-0.08366867420508774,12,0.002070015406138528,-0.05834598151901195,5
obv,40,8,0.1,0.0004681297144998058,-0.035460604538881633,12,0.008664928854663653,-0.03280503398188125,5
obv,40,8,0.2,0.001399660574249093,-0.044109394674157136,10,0.009589579906634563,-0.032382605707285364,4
obv,50,4,0.0,-0.0004658929772410209,-0.06533957068118816,12,0.0017517044032594358,-0.04724006231952048,5
obv,50,4,0.1,0.0012826866116785068,-0.02611197225493571,11,0.008541860251777838,-0.030149530930071673,5
obv,50,4,0.2,0.0019685134105308618,-0.03404254009835009,10,0.009330320220415219,-0.030630564677865263,5
obv,50,6,0.0,-0.00019173490570130466,-0.07487427860592892,12,0.0014004916858510305,-0.05196327316951206,5
obv,50,6,0.1,0.0011502658148487377,-0.03182255209957752,11,0.009070327367197623,-0.030059088887403232,5
obv,50,6,0.2,0.0015685429240502057,-0.03927205233292365,11,0.009291661105890537,-0.030505216086675495,5
obv,50,8,0.0,-0.0002630082086596923,-0.08005231837708221,12,0.0014137293610723464,-0.05575467714481132,5
obv,50,8,0.1,0.0007640637726786451,-0.0339423966593722,11,0.009066917610403007,-0.031533768068619024,5
obv,50,8,0.2,0.0012966357606442552,-0.0421071358571809,11,0.009286601079929069,-0.031176569107894965,5
amount,30,4,0.0,0.007315677221102273,-0.026721852866328284,11,-0.0033664310539781805,-0.026721852866328284,8
amount,30,4,0.1,0.009885676568726479,-0.019679481956679352,7,0.0033516035061916046,-0.03790124314360112,6
amount,30,4,0.2,0.007827189537291975,-0.025516262681675016,8,0.0041897826632875685,-0.04313938686412398,7
amount,30,6,0.0,0.005426424093299095,-0.02897754977528394,11,-0.004952975011827934,-0.02897754977528394,8
amount,30,6,0.1,0.01020021213487111,-0.0192967178233192,7,0.003395177009267916,-0.040085909910576825,7
amount,30,6,0.2,0.008153330709908792,-0.02517839476187741,8,0.004831431400489587,-0.042091561060512414,7
amount,30,8,0.0,0.004647325956862462,-0.030742691552123856,11,-0.005526610017065372,-0.030742691552123856,8
amount,30,8,0.1,0.010256823166762661,-0.019420459193550937,7,0.0036740647820057344,-0.040730463042879986,7
amount,30,8,0.2,0.008220467528941778,-0.024968759069636602,8,0.0051906503413740755,-0.04074898677684799,7
amount,40,4,0.0,0.007520171000414242,-0.02369736385696275,11,-0.0025816448995013516,-0.02369736385696275,7
amount,40,4,0.1,0.008960126739605372,-0.019391139893876284,8,0.0023221704733641974,-0.03705487501591628,7
amount,40,4,0.2,0.007079250632483378,-0.025689038406003603,8,0.003211881554131279,-0.041323528808994536,7
amount,40,6,0.0,0.007359303190140246,-0.026659548188378693,11,-0.0032777997679858013,-0.026659548188378693,8
amount,40,6,0.1,0.009891905095523722,-0.019342525739457057,7,0.003401244802254485,-0.03721315720929122,6
amount,40,6,0.2,0.007752372349261431,-0.025414900825381455,8,0.004146275163645848,-0.04284010354187759,7
amount,40,8,0.0,0.006036263325685456,-0.028271097946964925,11,-0.0045007184304690535,-0.028271097946964925,8
amount,40,8,0.1,0.010161551294227042,-0.01919144171014683,7,0.0034948440389160826,-0.038961061825458956,6
amount,40,8,0.2,0.008043053746568727,-0.02526070541828427,8,0.004704197447555726,-0.04252063778852953,7
amount,50,4,0.0,0.00785157727124651,-0.020069071906516002,11,-0.0014883727431542657,-0.02092582997333588,7
amount,50,4,0.1,0.008283618437716713,-0.017479644009209896,8,0.0025058198898572667,-0.03251875221274455,6
amount,50,4,0.2,0.00633979561173244,-0.025005974118692986,8,0.0029269705976053555,-0.03527965742924917,7
amount,50,6,0.0,0.0076261416820834,-0.024527612157956534,11,-0.0026386779999919116,-0.024527612157956534,7
amount,50,6,0.1,0.009170188698828024,-0.019429921660033107,8,0.0025791835659353924,-0.03658278528884998,7
amount,50,6,0.2,0.007225276956410178,-0.025786206009535326,8,0.0033756370885650276,-0.04205232370179167,7
amount,50,8,0.0,0.007380122547021889,-0.02661335757773059,11,-0.0032328728852375737,-0.02661335757773059,8
amount,50,8,0.1,0.009900261091892409,-0.01914084936813486,7,0.003425851191596888,-0.0368569135621178,6
amount,50,8,0.2,0.007712325062314734,-0.025358889187957517,8,0.004123989837253378,-0.042692684100908165,7
gap_flow,30,4,0.0,0.010138975603800844,-0.05287259893159879,9,0.008789990182347726,-0.0246145055588341,5
gap_flow,30,4,0.1,0.005861799218495081,-0.0482788244366132,9,0.00785457189213624,-0.042932505754251504,4
gap_flow,30,4,0.2,0.0037169057422692707,-0.0367160984367752,8,0.006652835943719383,-0.04572926654825887,5
gap_flow,30,6,0.0,0.009812870539770513,-0.05230563023037137,9,0.00894503406660288,-0.028666187472131663,5
gap_flow,30,6,0.1,0.005604480842729976,-0.04860108204556167,9,0.007952278998247056,-0.0484693437453714,4
gap_flow,30,6,0.2,0.0041841199309792096,-0.038387581451661344,8,0.006232098301071985,-0.04939416644855686,5
gap_flow,30,8,0.0,0.009692650857488347,-0.0502173482309924,10,0.00869974553787845,-0.03125546263299569,5
gap_flow,30,8,0.1,0.005189875836822005,-0.048676281118206044,9,0.007734888871111144,-0.05101862793470344,4
gap_flow,30,8,0.2,0.004138552519357616,-0.03947466466593314,8,0.006275777929660013,-0.049598488021703926,5
gap_flow,40,4,0.0,0.010500943810050145,-0.056994562883249486,9,0.008273144682064582,-0.026792920570455465,5
gap_flow,40,4,0.1,0.0061789880621098345,-0.04424822449528859,9,0.00806245848163334,-0.03473012360915026,4
gap_flow,40,4,0.2,0.003031909584996316,-0.03498251248958612,7,0.006733951929837032,-0.039387232781862035,5
gap_flow,40,6,0.0,0.010131895173046461,-0.05291378930732567,9,0.008720173884327576,-0.0244390587659073,5
gap_flow,40,6,0.1,0.0058813623753251115,-0.04857285624540397,9,0.007829709772736544,-0.042321118215730806,4
gap_flow,40,6,0.2,0.0036961325408849223,-0.036518681279893384,8,0.006620355627236357,-0.04564831763446993,5
gap_flow,40,8,0.0,0.009908713998403065,-0.052599392817767585,9,0.00887154789582341,-0.02698787014766415,5
gap_flow,40,8,0.1,0.0056525318548247515,-0.04904656027847039,9,0.007938871931909007,-0.046566413271479735,4
gap_flow,40,8,0.2,0.0040298494707849426,-0.037911178442952095,8,0.006244709336638212,-0.04881486262370563,5
gap_flow,50,4,0.0,0.010754199586689165,-0.055395371506108154,8,0.00778554098406788,-0.029762951704765745,5
gap_flow,50,4,0.1,0.005698082756920472,-0.04215131454511699,9,0.007510106462493023,-0.02674213741158033,4
gap_flow,50,4,0.2,0.0028919191731117152,-0.03278068763776079,8,0.006757720324700563,-0.03574056031181886,5
gap_flow,50,6,0.0,0.010547297665334495,-0.0560524818523694,9,0.008355668591366527,-0.02505400067636115,5
gap_flow,50,6,0.1,0.006136652507282245,-0.045549212604372336,9,0.00802659654497313,-0.03678319929758188,4
gap_flow,50,6,0.2,0.003279997272492141,-0.03484607043208418,7,0.006823492933398741,-0.04061259190425917,5
gap_flow,50,8,0.0,0.010118477375242692,-0.05292908415287696,9,0.008678907739170239,-0.024332270815653173,5
gap_flow,50,8,0.1,0.005890213653508466,-0.04871664841834662,9,0.007817980601069063,-0.04204897106197365,4
gap_flow,50,8,0.2,0.0036837785259150506,-0.03642077751211086,8,0.006601695970512063,-0.04557326324203102,5
vol_obv_amt,30,4,0.0,-0.005301549532927948,-0.05921067551246306,12,0.003536589290143269,-0.07382256986920348,5
vol_obv_amt,30,4,0.1,-0.003049486668215364,-0.034965948311647885,11,0.0013647308338028113,-0.07303165648442644,6
vol_obv_amt,30,4,0.2,0.0001681919078922591,-0.04571618756222814,7,0.002641445476124528,-0.06215678079836057,5
vol_obv_amt,30,6,0.0,-0.005813798303186362,-0.06240233512999664,12,0.004132952245868556,-0.07918981107617863,5
vol_obv_amt,30,6,0.1,-0.003917410878157938,-0.03487175218185214,12,-3.014413330186972e-05,-0.07693458230643511,6
vol_obv_amt,30,6,0.2,-0.00015222854988123733,-0.046594487170714925,7,0.0021542048382013077,-0.06270588394142682,5
vol_obv_amt,30,8,0.0,-0.0057746632092119474,-0.06483882734769844,12,0.00443269906466918,-0.08162184666016126,5
vol_obv_amt,30,8,0.1,-0.004090737752717999,-0.035418519886308925,12,-0.0006747600258919481,-0.07805186077681445,6
vol_obv_amt,30,8,0.2,-0.00021652409435560688,-0.04681064611623707,7,0.002034321957833545,-0.062101718167406186,5
vol_obv_amt,40,4,0.0,-0.004322078190075863,-0.05336629231397619,12,0.0027780274567766627,-0.06429635274319688,5
vol_obv_amt,40,4,0.1,-0.0021875018670007825,-0.03468349626945731,12,0.0016336872230891602,-0.06639250980496202,8
vol_obv_amt,40,4,0.2,0.0005409820693798846,-0.043790858364019976,8,0.0027717768065449364,-0.05891346850207006,5
vol_obv_amt,40,6,0.0,-0.005291063859414334,-0.05876819815025114,12,0.003428263418972253,-0.0734682960079812,5
vol_obv_amt,40,6,0.1,-0.00297060732377141,-0.03488020215783144,11,0.00150344601581728,-0.07244039847901063,6
vol_obv_amt,40,6,0.2,0.00017951884278623762,-0.045597278776290176,7,0.0026823624598723214,-0.06198035548845181,5
vol_obv_amt,40,8,0.0,-0.005732110120888105,-0.061179683423901926,12,0.003946930861357788,-0.07762928227148105,5
vol_obv_amt,40,8,0.1,-0.0035806418951752294,-0.03456082812402147,11,0.0005040979552685607,-0.07568030399515119,6
vol_obv_amt,40,8,0.2,-6.120026870873137e-05,-0.046355549767055484,7,0.002286641710604549,-0.06266080053129633,5
vol_obv_amt,50,4,0.0,-0.0033020476217598058,-0.04549305464696954,11,0.0026587168197961795,-0.05557211803677477,5
vol_obv_amt,50,4,0.1,-0.0014325615493382803,-0.033562278245507456,11,0.0016459266704239087,-0.05779771527571616,7
vol_obv_amt,50,4,0.2,0.0009853949563836558,-0.04112707581049153,9,0.002393052043887842,-0.054026310498643926,6
vol_obv_amt,50,6,0.0,-0.004650040594346374,-0.05516274590357645,12,0.0027986716189010706,-0.0668883996882939,6
vol_obv_amt,50,6,0.1,-0.0023829182564630382,-0.035045454358828915,11,0.0018805488660749014,-0.06796688287334286,7
vol_obv_amt,50,6,0.2,0.0004023473234929558,-0.04420562482784778,8,0.002920766876147266,-0.05994985788857367,5
vol_obv_amt,50,8,0.0,-0.0052851529954737585,-0.05851906371794864,12,0.003370358956082413,-0.07330415478349607,5
vol_obv_amt,50,8,0.1,-0.0029301129017769907,-0.03484101803448545,11,0.0015730900622664367,-0.07212270815462142,6
vol_obv_amt,50,8,0.2,0.00018426058505160715,-0.045544685477723966,7,0.0027032660482209027,-0.06187501208723338,5
stable_flow,30,4,0.0,0.000456836769363677,-0.04301445344189733,10,0.0013695872926339791,-0.05352015691665703,6
stable_flow,30,4,0.1,-0.00043957429534403154,-0.045229486129737394,11,0.002882911228816806,-0.04263515957335427,6
stable_flow,30,4,0.2,-0.0008297673711729793,-0.04721136108253392,11,0.004746092574807698,-0.039094837126737524,7
stable_flow,30,6,0.0,0.00046842759069631233,-0.04363368817259714,10,0.0012517585532055978,-0.05729395821763433,6
stable_flow,30,6,0.1,-0.0005511953754164186,-0.04484813418881043,11,0.0022411007504724726,-0.04282866179907854,6
stable_flow,30,6,0.2,-0.0008305936581530614,-0.047936696011402116,11,0.004467996869455971,-0.03864032041129063,7
stable_flow,30,8,0.0,0.000618206628309544,-0.043538780129736165,10,0.0008133987791434332,-0.060555628806410314,6
stable_flow,30,8,0.1,-0.000695491875497331,-0.04519589705040809,11,0.0016503602007467803,-0.044891164967378744,6
stable_flow,30,8,0.2,-0.0008258550367224816,-0.04871551903878641,11,0.004276570418433369,-0.03860528155634522,7
stable_flow,40,4,0.0,0.0005798906282387616,-0.04233198647712441,10,0.0020390986097887434,-0.04556647668171489,6
stable_flow,40,4,0.1,-0.00028588444537517123,-0.04504449117317301,11,0.0027725830885728126,-0.04122249260049922,7
stable_flow,40,4,0.2,-0.0005902233271827024,-0.046886484454555406,11,0.003877973284169467,-0.03869080036574227,7
stable_flow,40,6,0.0,0.0003756611933955557,-0.0431101718694823,10,0.0013984468888416101,-0.053239418206124836,6
stable_flow,40,6,0.1,-0.0004079192782703446,-0.045319203688479345,11,0.002883335309661247,-0.04262390149901806,6
stable_flow,40,6,0.2,-0.0008098319065610206,-0.047354033186069434,11,0.0047210539659249635,-0.039028554909674315,7
stable_flow,40,8,0.0,0.00038307753634132905,-0.04355483623264394,10,0.0012949050832223657,-0.056068872564599345,6
stable_flow,40,8,0.1,-0.00046487726926277737,-0.04498359490870718,11,0.0025332086595259815,-0.04290058454399262,6
stable_flow,40,8,0.2,-0.0008393087289490286,-0.04783311446938347,11,0.004621180358153003,-0.038688982455102355,7
stable_flow,50,4,0.0,0.0006983248880305984,-0.040430578211211814,10,0.002119095158012682,-0.043043801725860066,6
stable_flow,50,4,0.1,8.386368586508702e-05,-0.043833950103276925,11,0.002320342959388269,-0.04008087797732251,7
stable_flow,50,4,0.2,-0.0001377988417785415,-0.045643085569262484,11,0.003408770593873616,-0.037987184857612724,7
stable_flow,50,6,0.0,0.0004462622817380103,-0.042526988051426594,10,0.001780378633170469,-0.04820427802466175,6
stable_flow,50,6,0.1,-0.0003223812308219147,-0.045233509676174774,12,0.002792306475657465,-0.041711386668938887,7
