name,topk,power,cpen,analog_mean,analog_min,analog_neg,recent12_mean,recent12_min,recent12_neg
stable_flow,50,6,0.2,-0.0006430478382914991,-0.047070978592787,11,0.004162406835443355,-0.03886757887248214,7
stable_flow,50,8,0.0,0.00033007366431628065,-0.043153626581302784,10,0.001405082850571432,-0.053133961538348345,6
stable_flow,50,8,0.1,-0.00038982287544589103,-0.04536480682182683,12,0.0028885309570673054,-0.042623472396591325,7
stable_flow,50,8,0.2,-0.0007961674338759965,-0.04741649207248772,11,0.0047116120791768044,-0.03899551594597725,7
reversal_stable,30,4,0.0,0.005055789312596897,-0.03161263707234153,8,0.0035139510765673948,-0.010796657187608473,4
reversal_stable,30,4,0.1,0.0014281707512413667,-0.05345671861409341,9,0.005049292140976353,-0.020911514604954076,3
reversal_stable,30,4,0.2,0.0009198811053231646,-0.049922018870407675,10,0.00041776317382510316,-0.03900521694253646,6
reversal_stable,30,6,0.0,0.005633375233540853,-0.03197023258871493,8,0.0030323584944266686,-0.012674003224505076,4
reversal_stable,30,6,0.1,0.0011851560175168536,-0.055077308491428875,9,0.005463122694358395,-0.022886146067313644,3
reversal_stable,30,6,0.2,0.0007606593382171409,-0.05056740492116365,10,-0.0003728156267199644,-0.04009317480468049,6
reversal_stable,30,8,0.0,0.006391926212453212,-0.0319509296249496,7,0.0027677671578290705,-0.014059332345820894,4
reversal_stable,30,8,0.1,0.001032298455363254,-0.05590759942241441,9,0.005669591627374709,-0.023849854310247127,3
reversal_stable,30,8,0.2,0.0006808468037758905,-0.05072618570454525,10,-0.0006150354718214204,-0.039925433468877364,6
reversal_stable,40,4,0.0,0.004656521455868775,-0.03061792483446851,8,0.0035112059556813443,-0.00880038828021329,5
reversal_stable,40,4,0.1,0.0016275943215197624,-0.05100162940307608,9,0.004466508764754664,-0.02066414637678037,4
reversal_stable,40,4,0.2,0.0009800215318635775,-0.04939257141735363,10,0.0013386497414652962,-0.036417924856773504,6
reversal_stable,40,6,0.0,0.004977654517966827,-0.03146581959635631,8,0.0036142229695674006,-0.010714666875962193,4
reversal_stable,40,6,0.1,0.0014708060812312481,-0.05315274569284578,9,0.005043055452881192,-0.020945307654711663,3
reversal_stable,40,6,0.2,0.000936348730831508,-0.049967360998376134,10,0.0005015828457669058,-0.03878465478797098,6
reversal_stable,40,8,0.0,0.00539134481310669,-0.03181520467650269,8,0.003277996281271716,-0.012095081191205212,4
reversal_stable,40,8,0.1,0.0012540211853652717,-0.05445091954545285,9,0.0053284772417327006,-0.022415951287019703,3
reversal_stable,40,8,0.2,0.000821182308964921,-0.050409484749457584,10,-0.00012321450479674964,-0.039722227822014636,6
reversal_stable,50,4,0.0,0.00405298372533596,-0.03271888454573356,8,0.0031156339107393737,-0.007283438679431068,5
reversal_stable,50,4,0.1,0.0016313634471695677,-0.048458335144270406,9,0.004027837938562887,-0.019919321280605584,4
reversal_stable,50,4,0.2,0.001149298387102864,-0.04849100890499276,10,0.00219112162982164,-0.03448599272358996,6
reversal_stable,50,6,0.0,0.004761056696011459,-0.0305699061310422,8,0.0037926990956486627,-0.009323962527901943,4
reversal_stable,50,6,0.1,0.0016909794574987969,-0.05154335492980585,9,0.004661992575256245,-0.020987143401567633,4
reversal_stable,50,6,0.2,0.001000315185918418,-0.0496474786224395,10,0.0011163810169319067,-0.03718686875739354,6
reversal_stable,50,8,0.0,0.004933895471080021,-0.03138276856008787,8,0.003662969347862767,-0.010676385726386283,4
reversal_stable,50,8,0.1,0.0014901960124268463,-0.05300985199300025,9,0.005041590282056672,-0.020964143965002992,3
reversal_stable,50,8,0.2,0.0009462262832844852,-0.049992713968931124,10,0.0005451577314586371,-0.038682033477739866,6
long_reversal,30,4,0.0,0.0036235945807701875,-0.034668154325352155,8,0.0070554348252898315,-0.02077580672752128,5
long_reversal,30,4,0.1,-0.0019527461092102509,-0.04144427909694512,12,0.0028433956551390757,-0.028178226096556375,6
long_reversal,30,4,0.2,-0.001217311338382344,-0.041481874509179825,12,0.0009589336888495676,-0.023708252361267813,7
