model,mean,sum,median,min,max,count,negative_windows
weekly_alpha_overlay,0.025164166666666665,0.30196999999999996,0.020749999999999998,-0.02252,0.13532,12,4
weekly_alpha_current,0.018629999999999997,0.22355999999999998,0.01752,-0.01863,0.08228999999999999,12,4
