factor,direction,mean_excess,min_excess,max_excess,neg_windows,vals
ret_1d,low,-0.006049292505303211,-0.10121073434597974,0.04991581462517225,3,"-0.00428,0.01995,0.00962,-0.10121,0.04992,-0.01030"
volume_z_20d,low,-0.006076589014189899,-0.0208327225303398,0.005228069737319133,3,"-0.01482,0.00349,-0.01415,0.00463,-0.02083,0.00523"
amplitude_ma_20d,high,-0.0066995627907862135,-0.051679771723870366,0.02670005269778556,3,"-0.01151,-0.02688,0.00342,-0.05168,0.02670,0.01976"
amplitude_ma_20d_rank,high,-0.0066995627907862135,-0.051679771723870366,0.02670005269778556,3,"-0.01151,-0.02688,0.00342,-0.05168,0.02670,0.01976"
ret_30d,low,-0.006875865899914562,-0.012392204462167204,0.0046786027684968005,5,"-0.01239,-0.00747,0.00468,-0.01176,-0.00567,-0.00864"
ret_30d_rank,low,-0.006875865899914562,-0.012392204462167204,0.0046786027684968005,5,"-0.01239,-0.00747,0.00468,-0.01176,-0.00567,-0.00864"
amount_z_20d,low,-0.007315803363861993,-0.01911319406939159,0.00405064301550339,5,"-0.01171,0.00405,-0.01479,-0.00012,-0.01911,-0.00221"
amount_z_20d_rank,low,-0.007315803363861993,-0.01911319406939159,0.00405064301550339,5,"-0.01171,0.00405,-0.01479,-0.00012,-0.01911,-0.00221"
trend_quality_60d,high,-0.007453693861889013,-0.049922756683069405,0.043325523715248906,3,"-0.04296,-0.03059,0.02487,-0.04992,0.01055,0.04333"
trend_quality_60d_rank,high,-0.007453693861889013,-0.049922756683069405,0.043325523715248906,3,"-0.04296,-0.03059,0.02487,-0.04992,0.01055,0.04333"
range_vol_20d,high,-0.0084622957712062,-0.08115381717844798,0.051832078474568416,4,"-0.01251,-0.00633,-0.00661,-0.08115,0.05183,0.00401"
range_vol_20d_rank,high,-0.0084622957712062,-0.08115381717844798,0.051832078474568416,4,"-0.01251,-0.00633,-0.00661,-0.08115,0.05183,0.00401"
ma5_over_ma20,high,-0.008490703252006291,-0.06699006888117515,0.031735543082996226,3,"-0.03141,0.00774,0.03174,-0.06699,-0.01524,0.02322"
ma5_over_ma20_rank,high,-0.008490703252006291,-0.06699006888117515,0.031735543082996226,3,"-0.03141,0.00774,0.03174,-0.06699,-0.01524,0.02322"
close_location_1d,low,-0.008564098102808804,-0.024564578887028732,0.01407911546237487,4,"-0.02456,0.01408,0.00133,-0.02334,-0.01385,-0.00505"
vol_ratio_20_60,low,-0.009556885474777578,-0.028137544461878827,0.03306175479076595,5,"-0.02639,0.03306,-0.02814,-0.01456,-0.00829,-0.01302"
vol_ratio_20_60_rank,low,-0.009556885474777578,-0.028137544461878827,0.03306175479076595,5,"-0.02639,0.03306,-0.02814,-0.01456,-0.00829,-0.01302"
ret_5d,low,-0.013291378149836268,-0.03597540181520303,0.026722792297054866,5,"-0.00774,-0.02209,0.02672,-0.02952,-0.03598,-0.01115"
ret_5d_rank,low,-0.013291378149836268,-0.03597540181520303,0.026722792297054866,5,"-0.00774,-0.02209,0.02672,-0.02952,-0.03598,-0.01115"
excess_ret_5d,low,-0.013291378149836268,-0.03597540181520303,0.026722792297054866,5,"-0.00774,-0.02209,0.02672,-0.02952,-0.03598,-0.01115"
excess_ret_5d_rank,low,-0.013291378149836268,-0.03597540181520303,0.026722792297054866,5,"-0.00774,-0.02209,0.02672,-0.02952,-0.03598,-0.01115"
gap_mean_20d,low,-0.013689182351564626,-0.030565035755150127,0.01654546707268272,5,"-0.03057,-0.00879,-0.01302,-0.01719,-0.02912,0.01655"
gap_mean_20d_rank,low,-0.013689182351564626,-0.030565035755150127,0.01654546707268272,5,"-0.03057,-0.00879,-0.01302,-0.01719,-0.02912,0.01655"
intraday_mean_20d,high,-0.014301837829902743,-0.056037105399747975,0.016673182177052555,4,"-0.01023,-0.03691,0.01667,-0.05604,-0.00278,0.00348"
intraday_mean_20d_rank,high,-0.014301837829902743,-0.056037105399747975,0.016673182177052555,4,"-0.01023,-0.03691,0.01667,-0.05604,-0.00278,0.00348"
ret_2d,low,-0.01538843560777505,-0.09282395179727296,0.03656609358793686,4,"-0.02936,-0.00514,0.01387,-0.09282,0.03657,-0.01545"
ret_2d_rank,low,-0.01538843560777505,-0.09282395179727296,0.03656609358793686,4,"-0.02936,-0.00514,0.01387,-0.09282,0.03657,-0.01545"
ret_3d,low,-0.01776429012260224,-0.05587688617967977,0.021829501677396914,5,"-0.01248,-0.00875,0.02183,-0.04284,-0.05588,-0.00847"
ret_3d_rank,low,-0.01776429012260224,-0.05587688617967977,0.021829501677396914,5,"-0.01248,-0.00875,0.02183,-0.04284,-0.05588,-0.00847"
gap_mean_5d,low,-0.018802025061461686,-0.04463819195031937,0.012408761618236968,4,"-0.03213,-0.00939,0.01241,-0.04464,-0.04284,0.00378"
gap_mean_5d_rank,low,-0.018802025061461686,-0.04463819195031937,0.012408761618236968,4,"-0.03213,-0.00939,0.01241,-0.04464,-0.04284,0.00378"
