cands,wg,mode,top,power,maxw,mean,median,min,max,neg,vals,objective
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,30,8,0.08,0.025117780324409516,0.01191945871375456,-0.01789608425624871,0.1285253347419006,3,"0.0076,0.0633,-0.0070,0.0224,0.0572,-0.0179,0.1285,0.0008,0.0002,-0.0027,0.0162,0.0327",-0.018044032615213344
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,35,8,0.08,0.022804882911017694,0.011947472731079718,-0.014439152779737473,0.1174800880687728,3,"0.0087,0.0509,-0.0095,0.0269,0.0492,-0.0144,0.1175,0.0009,0.0042,-0.0014,0.0152,0.0255",-0.018274366937500876
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,40,8,0.08,0.022617896257878873,0.011354275482493301,-0.013934145823100687,0.11682748553260727,3,"0.0077,0.0509,-0.0121,0.0268,0.0505,-0.0139,0.1168,0.0011,0.0039,-0.0015,0.0150,0.0263",-0.01833630859123355
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,40,8,0.08,0.024494764646595404,0.010550282326766048,-0.016681266798193067,0.12522864611018986,3,"0.0060,0.0612,-0.0100,0.0223,0.0574,-0.0167,0.1252,0.0012,0.0014,-0.0021,0.0151,0.0331",-0.018348910734290624
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,30,4,0.08,0.023089422680792098,0.007862710667907828,-0.013126189855880016,0.11845710682040603,3,"0.0030,0.0551,-0.0122,0.0274,0.0521,-0.0131,0.1185,0.0040,0.0036,-0.0019,0.0117,0.0289",-0.018427478032363567
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,40,8,0.08,0.023484739201020084,0.009163904227049305,-0.014596328560581233,0.12054634850593046,3,"0.0053,0.0556,-0.0104,0.0268,0.0516,-0.0146,0.1205,0.0040,0.0034,-0.0011,0.0131,0.0277",-0.018523886667213867
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,35,8,0.1,0.0234749214652048,0.0161947808042838,-0.018167561954226516,0.08350528186270699,3,"-0.0057,0.0650,-0.0182,0.0290,0.0645,-0.0049,0.0835,0.0195,0.0012,0.0060,0.0129,0.0288",-0.018567181466045975
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,30,8,0.08,0.024607055798797555,0.01140105920534885,-0.017696399853610635,0.12681929357034386,3,"0.0076,0.0633,-0.0079,0.0236,0.0541,-0.0177,0.1268,0.0007,-0.0024,0.0007,0.0152,0.0313",-0.018590466351764173
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,30,3,0.08,0.022742523213577576,0.006660429648115078,-0.012333672321499303,0.11524492222412475,3,"-0.0040,0.0577,-0.0123,0.0234,0.0503,-0.0071,0.1152,0.0065,0.0049,0.0007,0.0068,0.0307",-0.018659551284887485
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,35,8,0.08,0.02369270406206044,0.009909309889435523,-0.015582179401791879,0.12203688860802853,3,"0.0061,0.0555,-0.0079,0.0266,0.0509,-0.0156,0.1220,0.0037,0.0033,-0.0007,0.0138,0.0267",-0.018683810612184035
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,40,8,0.1,0.023345506712672395,0.015184237114791898,-0.017761404863221336,0.08408114109240032,3,"-0.0047,0.0644,-0.0178,0.0281,0.0639,-0.0043,0.0841,0.0183,0.0014,0.0060,0.0121,0.0287",-0.018756065070822843
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,30,8,0.08,0.022971511735901843,0.01263409735946457,-0.01589965715882124,0.11687811734304668,3,"0.0090,0.0507,-0.0059,0.0270,0.0479,-0.0159,0.1169,0.0016,0.0043,-0.0015,0.0163,0.0253",-0.018778053351551534
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,35,4,0.08,0.02272863968003863,0.006864005748076517,-0.012615135027852359,0.11578494532143811,3,"-0.0038,0.0573,-0.0126,0.0235,0.0504,-0.0073,0.1158,0.0065,0.0047,0.0007,0.0072,0.0304",-0.018781239612249832
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,50,8,0.08,0.02238207793956412,0.009357490135243406,-0.013383186641201472,0.11622629827300571,3,"0.0030,0.0542,-0.0134,0.0271,0.0489,-0.0102,0.1162,0.0057,0.0031,-0.0048,0.0130,0.0257",-0.018840587004583742
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,30,8,0.08,0.02370221080013322,0.009884680723807257,-0.01585077356243947,0.12385519919652258,3,"-0.0035,0.0553,-0.0013,0.0241,0.0454,-0.0159,0.1239,0.0077,0.0027,0.0039,0.0121,0.0300",-0.018842849120188285
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,30,4,0.1,0.024829055547216927,0.012794501012699598,-0.019610623023407457,0.1254170308754673,3,"-0.0061,0.0476,-0.0196,0.0297,0.0704,-0.0065,0.1254,0.0066,0.0010,0.0001,0.0190,0.0303",-0.019098967963017674
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,30,3,0.08,0.02222607475937344,0.008554176368431202,-0.013169644325748887,0.11402553714665148,3,"0.0013,0.0540,-0.0132,0.0277,0.0493,-0.0085,0.1140,0.0055,0.0035,-0.0057,0.0116,0.0271",-0.01910945892554653
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,30,4,0.08,0.02390976807952298,0.008156844695852887,-0.015904634557775507,0.12284704537087443,3,"0.0033,0.0597,-0.0122,0.0226,0.0578,-0.0159,0.1228,0.0019,0.0018,-0.0015,0.0130,0.0336",-0.019185959246386462
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,50,8,0.08,0.02260411719956233,0.008001165997659203,-0.013745284610161286,0.1174012955430409,3,"0.0018,0.0537,-0.0137,0.0274,0.0522,-0.0130,0.1174,0.0046,0.0034,-0.0023,0.0114,0.0284",-0.019242703767236687
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,40,8,0.08,0.022993280343146752,0.010520006028305627,-0.01567448199470304,0.12241965612360087,3,"0.0062,0.0512,-0.0142,0.0263,0.0571,-0.0157,0.1224,-0.0015,0.0005,0.0000,0.0148,0.0288",-0.019255407045183387
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,50,8,0.08,0.023424986472836126,0.007508547915660736,-0.014968005847403314,0.12120923617770918,3,"0.0021,0.0580,-0.0133,0.0228,0.0574,-0.0150,0.1212,0.0024,0.0018,-0.0016,0.0126,0.0326",-0.01930325266090764
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,35,4,0.08,0.02216200187968584,0.008803066242043099,-0.013535218500873913,0.11423781588453688,3,"0.0013,0.0537,-0.0135,0.0276,0.0493,-0.0088,0.1142,0.0057,0.0033,-0.0055,0.0119,0.0267",-0.019318209348225583
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,30,4,0.08,0.02215877971503538,0.00971927363450436,-0.01411540283831416,0.1154608701819497,3,"0.0051,0.0500,-0.0141,0.0271,0.0516,-0.0134,0.1155,0.0009,0.0036,-0.0020,0.0143,0.0273",-0.01939467989760181
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,40,8,0.08,0.021575456162740748,0.011589795868305889,-0.014215991075645307,0.11614138406599309,3,"0.0079,0.0483,-0.0114,0.0266,0.0488,-0.0142,0.1161,0.0029,0.0021,-0.0071,0.0153,0.0235",-0.019477199722154677
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,30,8,0.1,0.023116555103550193,0.016284035528144045,-0.019272503205888775,0.0827715644743695,3,"-0.0072,0.0641,-0.0193,0.0300,0.0652,-0.0061,0.0828,0.0190,0.0011,0.0060,0.0136,0.0282",-0.01956173616153986
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,35,8,0.08,0.021628252388367752,0.01222962296412246,-0.014785866899248254,0.11684361127591048,3,"0.0091,0.0478,-0.0089,0.0267,0.0476,-0.0148,0.1168,0.0027,0.0022,-0.0077,0.0154,0.0224",-0.019574380861944463
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,30,4,0.08,0.021315565650706993,0.009925377707198394,-0.013274741145697364,0.11467867320476412,3,"0.0051,0.0478,-0.0133,0.0268,0.0498,-0.0128,0.1147,0.0032,0.0021,-0.0071,0.0147,0.0247",-0.01967166572455191
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,40,8,0.08,0.023656576805890072,0.009417911261210858,-0.016988305330485953,0.12354336308606059,3,"0.0060,0.0610,-0.0141,0.0238,0.0552,-0.0170,0.1235,0.0008,-0.0006,0.0009,0.0128,0.0315",-0.019711033014038246
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,35,8,0.08,0.02398561675340118,0.010357714082889508,-0.01812665682600008,0.125382022119785,3,"0.0072,0.0620,-0.0115,0.0237,0.0546,-0.0181,0.1254,0.0003,-0.0012,0.0009,0.0135,0.0311",-0.019783063117332023
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,35,8,0.08,0.021298660403194957,0.011366846593235109,-0.014193784162756948,0.07908650928264234,3,"-0.0089,0.0743,-0.0142,0.0251,0.0519,-0.0135,0.0791,0.0080,0.0033,0.0148,0.0001,0.0356",-0.019807556116488684
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:2:1,rerank,35,8,0.06,0.018770795680283014,0.010608402459751936,-0.009631692716807735,0.08185670609708515,3,"-0.0059,0.0670,-0.0093,0.0110,0.0296,0.0004,0.0819,0.0102,0.0010,0.0142,-0.0096,0.0348",-0.019825699211876054
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,30,3,0.08,0.02225749225047775,0.006989987533888971,-0.013658767063666533,0.11272193610339816,3,"0.0003,0.0534,-0.0137,0.0281,0.0525,-0.0106,0.1127,0.0043,0.0037,-0.0030,0.0097,0.0297",-0.01984077172755548
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:2:1,rerank,30,8,0.06,0.018998302304179225,0.010439790545119199,-0.009958062220034078,0.08295426557571496,3,"-0.0058,0.0681,-0.0087,0.0098,0.0289,0.0013,0.0830,0.0111,0.0013,0.0143,-0.0100,0.0347",-0.019844597864305466
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,40,4,0.08,0.021765392559163637,0.007097330081067967,-0.012956032940724477,0.11227974425743263,3,"-0.0065,0.0542,-0.0130,0.0225,0.0480,-0.0046,0.1123,0.0084,0.0024,0.0028,0.0058,0.0290",-0.01987902818095066
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,30,4,0.1,0.022568415388426574,0.011680423778750428,-0.016697874707778046,0.0854282478991773,3,"-0.0060,0.0633,-0.0167,0.0266,0.0629,-0.0032,0.0854,0.0144,0.0019,0.0056,0.0090,0.0277",-0.01994618230261513
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,35,4,0.08,0.022219373951519197,0.0073215295402624565,-0.01398566784538812,0.11336183327162111,3,"0.0002,0.0531,-0.0140,0.0280,0.0525,-0.0111,0.1134,0.0046,0.0036,-0.0029,0.0100,0.0292",-0.019975567893634943
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,35,4,0.08,0.022816637675842022,0.0066795487940499235,-0.014725801420107723,0.1170568883937296,3,"0.0003,0.0571,-0.0147,0.0230,0.0577,-0.0140,0.1171,0.0025,0.0023,-0.0013,0.0109,0.0331",-0.020014978538007638
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,30,4,0.08,0.02016198376242551,0.010591898576938,-0.012270018774319554,0.07877151458770536,3,"-0.0073,0.0658,-0.0123,0.0219,0.0473,-0.0059,0.0788,0.0120,0.0020,0.0092,0.0007,0.0297",-0.020022457929084827
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,30,3,0.08,0.022802499389834363,0.006446728677940668,-0.01481447460981096,0.11659883829198024,3,"0.0002,0.0573,-0.0148,0.0230,0.0579,-0.0141,0.1166,0.0023,0.0024,-0.0012,0.0105,0.0335",-0.020152166772670017
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,30,3,0.1,0.024648901363761716,0.006710349716279328,-0.018027337768653118,0.11527648981872575,3,"-0.0053,0.0624,-0.0180,0.0261,0.0718,-0.0079,0.1153,0.0001,0.0036,0.0004,0.0098,0.0375",-0.02015439638254636
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,rerank,30,8,0.08,0.023934503325169405,0.011228254239250016,-0.019262379977381457,0.07758464267597041,3,"-0.0014,0.0776,-0.0193,0.0184,0.0632,-0.0049,0.0745,0.0079,0.0060,0.0145,0.0019,0.0490",-0.020254448389484467
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,30,4,0.08,0.023149287536673363,0.007415906880329871,-0.016098218251528802,0.12124990380013347,3,"0.0034,0.0595,-0.0161,0.0241,0.0558,-0.0155,0.1212,0.0008,-0.0000,0.0007,0.0115,0.0323",-0.020284871350144958
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,30,8,0.08,0.0245827755477919,0.008880717151498236,-0.019262379977381457,0.1264778609704906,3,"0.0061,0.0772,-0.0193,0.0209,0.0589,-0.0186,0.1265,-0.0079,0.0008,0.0097,0.0080,0.0326",-0.02031043729318751
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,30,8,0.08,0.021567148875812226,0.012958046727722272,-0.01636521572344265,0.11634335201842365,3,"0.0095,0.0468,-0.0054,0.0269,0.0463,-0.0164,0.1163,0.0036,0.0021,-0.0090,0.0164,0.0217",-0.020364566539936686
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,30,3,0.08,0.02263823780461574,0.006488484318902244,-0.015063318000318071,0.11130773458024516,3,"-0.0024,0.0594,-0.0151,0.0234,0.0516,-0.0086,0.1113,0.0061,0.0045,0.0029,0.0069,0.0316",-0.020453207699904434
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,35,4,0.08,0.022611307998883584,0.00665027829921425,-0.015222160560688758,0.11137655764938983,3,"-0.0019,0.0592,-0.0152,0.0235,0.0516,-0.0089,0.1114,0.0061,0.0043,0.0028,0.0072,0.0313",-0.020526904847765398
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,8,0.1,0.022368547144183765,0.011569479081540802,-0.017428039521706698,0.08501096162874684,3,"-0.0059,0.0622,-0.0174,0.0266,0.0632,-0.0027,0.0850,0.0141,0.0018,0.0051,0.0090,0.0273",-0.020617432844378017
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,50,8,0.08,0.02182597531824852,0.009248588952007687,-0.01542180772789594,0.11468006065743547,3,"0.0042,0.0492,-0.0154,0.0272,0.0518,-0.0133,0.1147,0.0015,0.0034,-0.0026,0.0143,0.0269",-0.020652532632886744
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,35,3,0.08,0.02135443491919964,0.0055917634113494125,-0.012934499791470794,0.1104536266951809,3,"-0.0070,0.0547,-0.0129,0.0222,0.0481,-0.0040,0.1105,0.0070,0.0025,0.0024,0.0042,0.0287",-0.020728735932278017
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,40,4,0.1,0.023312489801667658,0.0069909410531085285,-0.01694255247351982,0.10921690416758523,3,"-0.0080,0.0568,-0.0169,0.0252,0.0627,-0.0026,0.1092,0.0074,0.0048,0.0004,0.0066,0.0343",-0.020755759366511677
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,35,3,0.1,0.0229790647044419,0.005812299221848149,-0.015892481177020523,0.10674329421354155,3,"-0.0074,0.0576,-0.0159,0.0240,0.0620,-0.0035,0.1067,0.0065,0.0052,0.0013,0.0046,0.0348",-0.02081273423521597
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,50,8,0.08,0.021131107022643508,0.009377460388196847,-0.01462583612657805,0.11399524017829775,3,"0.0040,0.0472,-0.0146,0.0270,0.0503,-0.0122,0.1140,0.0038,0.0021,-0.0072,0.0147,0.0246",-0.020831156536844274
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,30,3,0.08,0.020187733844654155,0.010505601317749372,-0.013681049835324088,0.07910828110351881,3,"-0.0060,0.0644,-0.0137,0.0212,0.0475,-0.0035,0.0791,0.0125,0.0018,0.0085,0.0006,0.0296",-0.02086921566121549
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,30,3,0.08,0.021654064622241714,0.007728013368797668,-0.01481447460981096,0.09885062710291083,3,"-0.0038,0.0582,-0.0148,0.0226,0.0568,-0.0093,0.0989,0.0062,0.0000,0.0018,0.0092,0.0340",-0.020916216133005566
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,8,0.08,0.01995594322071056,0.01030816188625473,-0.013561227660665295,0.07819928287322403,3,"-0.0072,0.0644,-0.0136,0.0222,0.0479,-0.0051,0.0782,0.0120,0.0018,0.0086,0.0010,0.0292",-0.0210883448098122
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,35,4,0.08,0.020096102742129637,0.010400648911218459,-0.013907845223052655,0.07873249921681218,3,"-0.0062,0.0641,-0.0139,0.0215,0.0478,-0.0037,0.0787,0.0124,0.0018,0.0084,0.0008,0.0294",-0.021128409718336426
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,rerank,35,8,0.08,0.023301637663382734,0.010694707806566103,-0.019403029661318322,0.07471968074775989,3,"-0.0031,0.0727,-0.0194,0.0195,0.0610,-0.0033,0.0747,0.0071,0.0052,0.0143,0.0036,0.0475",-0.02113176779143843
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,35,8,0.08,0.024024992207410972,0.008307036522779223,-0.019560958931032643,0.12586141199741055,3,"0.0042,0.0720,-0.0194,0.0216,0.0593,-0.0196,0.1259,-0.0064,0.0017,0.0080,0.0086,0.0322",-0.021219472194374853
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,40,8,0.1,0.022489051504830503,0.012831129512589197,-0.019439480807962622,0.08387460337028295,3,"-0.0055,0.0642,-0.0194,0.0299,0.0644,-0.0070,0.0839,0.0136,0.0019,0.0056,0.0121,0.0263",-0.021325298126170317
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,30,2,0.1,0.022008891218865637,0.005608873189898483,-0.015169354461082946,0.10397097071203061,3,"-0.0061,0.0576,-0.0152,0.0223,0.0569,-0.0048,0.1040,0.0056,0.0056,0.0019,0.0019,0.0344",-0.021410059500814593
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,30,4,0.1,0.022101763439632886,0.010402859427055242,-0.017802887660083117,0.08502977267512923,3,"-0.0045,0.0630,-0.0178,0.0284,0.0632,-0.0052,0.0850,0.0119,0.0024,0.0053,0.0089,0.0247",-0.021459111328300418
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,30,3,0.08,0.02142379484110199,0.008255237320505376,-0.01564934581568525,0.11051285604558599,3,"0.0023,0.0486,-0.0156,0.0276,0.0526,-0.0114,0.1105,0.0010,0.0033,-0.0030,0.0132,0.0280",-0.021489241452157554
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,30,3,0.08,0.02074340977666596,0.008506587612465866,-0.014669564201600413,0.10971664896718807,3,"0.0020,0.0467,-0.0147,0.0273,0.0509,-0.0106,0.1097,0.0032,0.0021,-0.0074,0.0138,0.0258",-0.02150635246055453
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,35,8,0.1,0.022545556857932924,0.013939443186762941,-0.02041250848257528,0.08338687806013195,3,"-0.0065,0.0649,-0.0204,0.0307,0.0650,-0.0081,0.0834,0.0150,0.0018,0.0056,0.0129,0.0263",-0.021520115275583368
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,35,4,0.08,0.0207715229558703,0.008778872188236211,-0.014903266568384657,0.11030516674202723,3,"0.0023,0.0466,-0.0149,0.0273,0.0508,-0.0108,0.1103,0.0035,0.0021,-0.0074,0.0140,0.0254",-0.021536775328689636
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,35,4,0.08,0.021430566359589925,0.008378175398587581,-0.015812944973558674,0.11104193493125611,3,"0.0026,0.0485,-0.0158,0.0276,0.0525,-0.0118,0.1110,0.0013,0.0033,-0.0031,0.0135,0.0276",-0.021543748004969006
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,40,8,0.08,0.02099336368418407,0.010719784105648559,-0.016283526168805476,0.07873912491052729,3,"-0.0081,0.0712,-0.0163,0.0248,0.0527,-0.0122,0.0787,0.0078,0.0031,0.0136,0.0015,0.0350",-0.021560816785404648
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,40,8,0.08,0.023611072189058915,0.007958742010992184,-0.019310065773003607,0.12217939676383877,3,"0.0034,0.0689,-0.0193,0.0224,0.0600,-0.0188,0.1222,-0.0059,0.0020,0.0069,0.0090,0.0326",-0.021587344671445602
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,30,3,0.1,0.021221032164228108,0.008735277184699547,-0.015835332642792382,0.08526021081822302,3,"-0.0085,0.0623,-0.0158,0.0250,0.0600,-0.0021,0.0853,0.0126,0.0024,0.0030,0.0049,0.0256",-0.02165958426603746
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,30,2,0.08,0.020755802217445073,0.004136567444497803,-0.012950532496127432,0.10818089951897016,3,"-0.0074,0.0554,-0.0130,0.0216,0.0471,-0.0031,0.1082,0.0055,0.0027,0.0011,0.0019,0.0291",-0.02177354704688205
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,30,3,0.1,0.021033612425331458,0.008183298460589662,-0.015437535192374965,0.08468458807108564,3,"-0.0069,0.0619,-0.0154,0.0268,0.0602,-0.0034,0.0847,0.0118,0.0028,0.0030,0.0046,0.0226",-0.021773919151916628
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,30,4,0.08,0.01958473966072721,0.010392164977286556,-0.01419856329161863,0.07852777669752413,3,"-0.0084,0.0654,-0.0142,0.0241,0.0478,-0.0086,0.0785,0.0120,0.0026,0.0087,0.0006,0.0264",-0.021816748821058003
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,30,3,0.08,0.019707406236678163,0.009978767646150487,-0.014233077061655545,0.07842941466045486,3,"-0.0069,0.0639,-0.0142,0.0234,0.0477,-0.0051,0.0784,0.0115,0.0023,0.0084,0.0003,0.0267",-0.021838809706470022
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,35,4,0.1,0.021315823296408343,0.00922109329124338,-0.016549810394635614,0.08506592324065046,3,"-0.0082,0.0620,-0.0165,0.0254,0.0608,-0.0019,0.0851,0.0126,0.0021,0.0031,0.0059,0.0255",-0.021847734953000016
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,50,8,0.08,0.023052091685762513,0.0068828206898476785,-0.018385352439957717,0.11555023183083576,3,"0.0030,0.0651,-0.0184,0.0232,0.0606,-0.0160,0.1156,-0.0049,0.0024,0.0052,0.0085,0.0324",-0.021914273571257817
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,30,4,0.08,0.023327519900199486,0.007120934354782428,-0.018981701403007117,0.11798307231219199,3,"0.0030,0.0666,-0.0190,0.0230,0.0610,-0.0171,0.1180,-0.0055,0.0023,0.0056,0.0086,0.0334",-0.021925220635170058
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,50,8,0.1,0.021938035492295126,0.010246009860297934,-0.018326861590996536,0.0846626707052245,3,"-0.0043,0.0619,-0.0183,0.0284,0.0635,-0.0046,0.0847,0.0116,0.0023,0.0049,0.0089,0.0245",-0.02198427850421342
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,30,8,0.06,0.01774547110076892,0.010888938218138751,-0.011743457142342956,0.07329913911767301,3,"-0.0018,0.0618,-0.0054,0.0153,0.0295,0.0007,0.0733,0.0089,0.0006,0.0129,-0.0117,0.0290",-0.02203392171919523
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,35,4,0.1,0.021123642940511802,0.008504578986353133,-0.016255436405624824,0.08457330389657276,3,"-0.0062,0.0616,-0.0163,0.0272,0.0610,-0.0034,0.0846,0.0114,0.0025,0.0030,0.0056,0.0224",-0.022078245206957156
weekly_alpha_auto|meta_portfolio_ensemble,1:1,rerank,35,8,0.08,0.01979684047650983,0.012135756414422865,-0.015869986021570345,0.11554784688128733,3,"0.0069,0.0392,-0.0099,0.0284,0.0472,-0.0146,0.1155,0.0035,0.0000,-0.0159,0.0198,0.0174",-0.02208442421210552
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,35,4,0.08,0.019613493603780854,0.009931794734100411,-0.014668881190613596,0.07813653219434928,3,"-0.0071,0.0636,-0.0147,0.0236,0.0480,-0.0054,0.0781,0.0116,0.0023,0.0082,0.0005,0.0266",-0.022208296690357184
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,rerank,30,3,0.1,0.0226230124400833,0.006490135656222252,-0.018027337768653118,0.08334324919932741,3,"-0.0063,0.0638,-0.0180,0.0239,0.0702,-0.0004,0.0833,0.0008,0.0033,0.0028,0.0096,0.0384",-0.0222463495242419
weekly_alpha_auto|meta_portfolio_ensemble,3:1,blend,0,0,0.08,0.019752909041405486,0.014117478027594799,-0.017092120388457255,0.10701428874713807,3,"0.0042,0.0426,-0.0132,0.0274,0.0446,-0.0097,0.1070,0.0124,0.0008,-0.0171,0.0222,0.0158",-0.02226711978339043
