as_of,model,n_left,n_right,n_union,max_abs_diff,l1_diff,changed_names,full_meta,truncated_meta,pass
2026-04-17,weekly_cycle_tree,40,40,40,0.0,0.0,0,"[{""as_of"":""2026-04-17"",""model"":""stage2_weekly_cycle_tree"",""top_k"":40,""score_temperature"":0.8,""rank_power"":3.0,""score_rank_blend"":0.6,""max_weight"":0.08,""corr_threshold"":0.9,""half_life_days"":180.0,""fullweek_boost"":0.2,""model_set"":""lgb_xgb"",""alpha_blend"":0.25,""base_models"":""lgb|xgb"",""train_rows"":326855,""features"":64,""n_names"":40,""max_observed_weight"":0.0772081128,""effective_n"":24.0572396188}]","[{""as_of"":""2026-04-17"",""model"":""stage2_weekly_cycle_tree"",""top_k"":40,""score_temperature"":0.8,""rank_power"":3.0,""score_rank_blend"":0.6,""max_weight"":0.08,""corr_threshold"":0.9,""half_life_days"":180.0,""fullweek_boost"":0.2,""model_set"":""lgb_xgb"",""alpha_blend"":0.25,""base_models"":""lgb|xgb"",""train_rows"":326855,""features"":64,""n_names"":40,""max_observed_weight"":0.0772081128,""effective_n"":24.0572396188}]",True
