model,mean,sum,median,min,max,count,negative_windows
weekly_consensus,0.026057974983925716,0.3126956998071086,0.010434554930800992,-0.014941265581802587,0.1230790020582584,12,2
weekly_alpha_auto,0.024352518345475707,0.2922302201457085,0.020085214685623225,-0.012794480306525233,0.13104214561352068,12,4
meta_portfolio_ensemble,0.017631666782305423,0.21158000138766506,0.016774731520536105,-0.03009195372356891,0.06872475663811835,12,2
