as_of,model,n_left,n_right,n_union,max_abs_diff,l1_diff,changed_names,full_meta,truncated_meta,pass
2026-04-17,weekly_alpha_auto,35,35,35,0.0,0.0,0,"[{""as_of"":""2026-04-17"",""requested_mode"":""auto"",""effective_mode"":""stable"",""base_source"":""live:meta_portfolio_ensemble"",""formula"":""vol_obv_amt"",""alpha_top_k"":50,""alpha_power"":4.0,""confidence_penalty"":0.1,""base_weight"":0.6,""final_top_k"":35,""final_power"":8.0,""max_weight"":0.1,""n_names"":35,""max_actual_weight"":0.1,""idx_ret_3d"":0.0155311774,""idx_ret_5d"":0.0307212683,""idx_ret_20d"":0.0427954994,""breadth_ret_3d_pos"":0.5751503006,""breadth_ret_5d_pos"":0.6492985972}]","[{""as_of"":""2026-04-17"",""requested_mode"":""auto"",""effective_mode"":""stable"",""base_source"":""live:meta_portfolio_ensemble"",""formula"":""vol_obv_amt"",""alpha_top_k"":50,""alpha_power"":4.0,""confidence_penalty"":0.1,""base_weight"":0.6,""final_top_k"":35,""final_power"":8.0,""max_weight"":0.1,""n_names"":35,""max_actual_weight"":0.1,""idx_ret_3d"":0.0155311774,""idx_ret_5d"":0.0307212683,""idx_ret_20d"":0.0427954994,""breadth_ret_3d_pos"":0.5751503006,""breadth_ret_5d_pos"":0.6492985972}]",True
2026-04-17,weekly_alpha_floor,50,50,50,0.0,0.0,0,"[{""as_of"":""2026-04-17"",""requested_mode"":""floor"",""effective_mode"":""floor"",""base_source"":""live:meta_portfolio_ensemble"",""formula"":""gap_flow"",""alpha_top_k"":30,""alpha_power"":6.0,""confidence_penalty"":0.1,""base_weight"":0.7,""final_top_k"":50,""final_power"":4.0,""max_weight"":0.1,""n_names"":50,""max_actual_weight"":0.0951776674,""idx_ret_3d"":0.0155311774,""idx_ret_5d"":0.0307212683,""idx_ret_20d"":0.0427954994,""breadth_ret_3d_pos"":0.5751503006,""breadth_ret_5d_pos"":0.6492985972}]","[{""as_of"":""2026-04-17"",""requested_mode"":""floor"",""effective_mode"":""floor"",""base_source"":""live:meta_portfolio_ensemble"",""formula"":""gap_flow"",""alpha_top_k"":30,""alpha_power"":6.0,""confidence_penalty"":0.1,""base_weight"":0.7,""final_top_k"":50,""final_power"":4.0,""max_weight"":0.1,""n_names"":50,""max_actual_weight"":0.0951776674,""idx_ret_3d"":0.0155311774,""idx_ret_5d"":0.0307212683,""idx_ret_20d"":0.0427954994,""breadth_ret_3d_pos"":0.5751503006,""breadth_ret_5d_pos"":0.6492985972}]",True
