model,mean,sum,median,min,max,count,negative_windows
baseline_guard_top30,0.032296948569804466,0.3229694856980447,0.025417719947611925,-0.012960674043446918,0.1230790020582584,10,1
baseline_guard_top40,0.03111848127078349,0.3111848127078349,0.02505333030462014,-0.013437108396835595,0.1230790020582584,10,1
baseline_guard,0.029788443234578153,0.29788443234578155,0.02285169831047486,-0.012210844278891388,0.1230790020582584,10,2
weekly_consensus,0.024620640644065668,0.24620640644065667,0.010434554930800992,-0.014941265581802587,0.1230790020582584,10,2
baseline_xgb,0.005547734671361911,0.055477346713619105,0.0026383652462463906,-0.012210844278891388,0.029159633087915394,10,4
