kind,formula,topk,power,cpen,full_mean,full_min,full_neg,roll_mean,roll_min,roll_neg,all_full_mean,all_full_min,all_full_neg,full_vals,roll_vals,score
static,holiday_reopen_liquidity,50,2,0.1,0.004473943686741234,-0.03203206352138897,5,-0.007007516497056777,-0.027277552611883256,10,0.00408996089814089,-0.04020858877197319,48,"-0.02914,0.01477,0.00753,-0.00617,-0.03203,0.02671,0.05999,0.01192,0.01027,-0.01482,0.01244,-0.00778","-0.00660,0.00720,-0.01735,-0.01160,-0.00778,-0.01102,-0.00094,0.01048,-0.00348,-0.00557,-0.01016,-0.02728",-0.023162259752154343
static,holiday_reopen_liquidity,50,2,0.2,0.003378195591112819,-0.03325009401904236,6,-0.015492904636798685,-0.034065937520705074,11,0.0027810495815725304,-0.0465393096898462,52,"-0.01157,0.00501,0.01143,0.00351,-0.03325,0.03230,0.06312,0.02462,-0.00303,-0.01974,-0.01704,-0.01481","-0.01995,-0.00054,-0.03407,-0.01660,-0.01481,-0.01784,-0.00357,0.00550,-0.01054,-0.01568,-0.02504,-0.03277",-0.029429318934570656
static,holiday_reopen_liquidity,50,2,0.35,0.003915062096514107,-0.03181623358607854,7,-0.02134613371505431,-0.045346452244106,11,0.0016335364240259312,-0.05093619541962288,55,"-0.00919,-0.00451,0.01410,0.01053,-0.03182,0.03384,0.06401,0.03011,-0.00464,-0.01245,-0.02753,-0.01547","-0.03324,-0.00913,-0.04535,-0.01826,-0.01547,-0.02603,-0.00642,0.00855,-0.01245,-0.02489,-0.03252,-0.04094",-0.032903417439455955
static,holiday_reopen_liquidity,50,4,0.0,0.00276078168429139,-0.05207579420114525,6,0.004052440033848389,-0.011900224594934443,6,0.005466661031275211,-0.05207579420114525,58,"-0.05208,0.01615,0.00468,-0.01611,-0.02180,0.01105,0.05115,-0.01009,0.01667,-0.01164,0.05203,-0.00688","0.01933,0.01950,-0.00273,-0.00388,-0.00688,-0.00679,0.02361,0.01349,0.00361,0.00708,-0.00583,-0.01190",-0.020051020208516433
static,holiday_reopen_liquidity,50,4,0.1,0.004644581608047388,-0.037005647480056914,5,-0.007445579215120893,-0.029398133017849295,9,0.00474660278673923,-0.053432129639385616,51,"-0.03332,0.01548,0.01349,-0.00721,-0.03701,0.02320,0.07367,0.01410,0.00380,-0.01674,0.01481,-0.00855","-0.00120,0.00873,-0.02082,-0.01478,-0.00855,-0.01098,0.00230,0.01160,-0.00494,-0.01152,-0.00978,-0.02940",-0.023308106259895635
static,holiday_reopen_liquidity,50,4,0.2,0.0038601393418411178,-0.036145255335150256,6,-0.0164738144143349,-0.037660469028753224,11,0.0034971021942378877,-0.05902652087372059,52,"-0.01192,0.00695,0.01693,0.00316,-0.03615,0.03005,0.07629,0.02458,-0.00476,-0.02891,-0.01853,-0.01137","-0.02309,-0.00096,-0.03667,-0.01887,-0.01137,-0.01781,-0.00451,0.01022,-0.00859,-0.01955,-0.02884,-0.03766",-0.030289600327057548
static,holiday_reopen_liquidity,50,4,0.35,0.0052133141609108135,-0.034083947707098036,7,-0.021967055577059514,-0.04872736817939466,11,0.0019437224927579767,-0.05843655233207955,57,"-0.01039,-0.00343,0.02006,0.01099,-0.03408,0.03267,0.07698,0.02959,-0.00467,-0.01615,-0.02569,-0.01334","-0.03577,-0.00898,-0.04873,-0.01708,-0.01334,-0.02704,-0.00911,0.01363,-0.00814,-0.02633,-0.03474,-0.04798",-0.033120761870062285
static,holiday_reopen_liquidity,50,8,0.0,0.001970232004223677,-0.055779967771860194,6,0.004376667752190431,-0.018602265273104455,6,0.005878450692205903,-0.055779967771860194,58,"-0.05578,0.01430,0.00290,-0.01899,-0.02416,0.01246,0.05503,-0.01838,0.01034,-0.00848,0.06185,-0.00745","0.02675,0.01780,-0.00922,-0.00405,-0.00745,-0.00588,0.03956,0.00825,0.00983,0.00059,-0.00505,-0.01860",-0.021737824549871446
static,holiday_reopen_liquidity,50,8,0.1,0.005061166907174433,-0.04048506901196053,5,-0.00772129163248027,-0.028710900939300506,9,0.0050224933924092495,-0.06062579130637239,53,"-0.03800,0.01895,0.01610,-0.00508,-0.04049,0.02277,0.07169,0.01915,0.00034,-0.01220,0.01947,-0.01197","-0.00006,0.00971,-0.02412,-0.01739,-0.01197,-0.00982,0.00656,0.01361,-0.00458,-0.01447,-0.01140,-0.02871",-0.02374747557825891
static,holiday_reopen_liquidity,50,8,0.2,0.003625279712538169,-0.03874202643612561,6,-0.016002758299110006,-0.044052186451066844,11,0.004169452000334648,-0.06192537105218115,54,"-0.01321,0.00798,0.01982,0.00470,-0.03874,0.02769,0.08104,0.02410,-0.00431,-0.03303,-0.02409,-0.00845","-0.01983,-0.00280,-0.03880,-0.01966,-0.00845,-0.01811,-0.00355,0.01771,-0.00691,-0.01849,-0.02911,-0.04405",-0.03133512978011862
static,holiday_reopen_liquidity,50,8,0.35,0.005870111507890883,-0.036814164621236566,7,-0.021993943009451105,-0.05407741377345597,11,0.002276086962317226,-0.06254510225112805,56,"-0.01139,-0.00088,0.02533,0.01350,-0.03681,0.03180,0.08449,0.02826,-0.00205,-0.02079,-0.02625,-0.01476","-0.03619,-0.00906,-0.05046,-0.01507,-0.01476,-0.02677,-0.01297,0.02027,-0.00395,-0.02607,-0.03480,-0.05408",-0.03379878283074067
static,holiday_reopen_liquidity,50,12,0.0,0.00042769851392720294,-0.05850112109559867,6,0.004374092747464596,-0.01972618649068613,7,0.005943440604485109,-0.05850112109559867,55,"-0.05850,0.01357,0.00163,-0.02127,-0.02618,0.01108,0.05162,-0.01989,0.00766,-0.00555,0.05691,-0.00594","0.02825,0.01649,-0.01159,-0.00618,-0.00594,-0.00477,0.04073,0.00692,0.01365,-0.00306,-0.00229,-0.01973",-0.024233864770616245
static,holiday_reopen_liquidity,50,12,0.1,0.005019145949148165,-0.04298304120862801,5,-0.00787413754588708,-0.02861192467278152,8,0.0050856487006833715,-0.0657431622523267,54,"-0.04298,0.02064,0.01785,-0.00701,-0.04152,0.02315,0.06718,0.02129,0.00079,-0.00637,0.02040,-0.01319","0.00205,0.00732,-0.02597,-0.01707,-0.01319,-0.00863,0.00551,0.01503,-0.00464,-0.01458,-0.01172,-0.02861",-0.023296664395635883
static,holiday_reopen_liquidity,50,12,0.2,0.0036945600223142073,-0.03932463572712741,6,-0.015573701483962902,-0.046475228070824826,11,0.004280900581280466,-0.06238375809778508,53,"-0.01317,0.00747,0.01879,0.00405,-0.03932,0.02597,0.08235,0.02515,-0.00216,-0.03211,-0.02686,-0.00582","-0.01875,-0.00162,-0.03936,-0.02049,-0.00582,-0.01745,-0.00372,0.01988,-0.00701,-0.01751,-0.02855,-0.04648",-0.03151041729823195
static,holiday_reopen_liquidity,50,12,0.35,0.006039734944673643,-0.03885301778471384,7,-0.022161811578949867,-0.05538908530354336,11,0.0023508043363666764,-0.061811505381181325,57,"-0.01077,-0.00077,0.02641,0.01496,-0.03885,0.03200,0.08568,0.02818,-0.00011,-0.02198,-0.02680,-0.01547","-0.03681,-0.00786,-0.05113,-0.01524,-0.01547,-0.02497,-0.01704,0.02382,-0.00326,-0.02770,-0.03490,-0.05539",-0.034283580690956564
static,holiday_reopen_liquidity,70,2,0.0,0.004135079399044286,-0.03435307933434514,4,0.0018562714871484486,-0.006994820128267958,5,0.004443173078347905,-0.036602488382391066,53,"-0.03435,0.01328,0.00170,-0.01096,-0.01931,0.01877,0.03508,0.00135,0.02972,-0.01680,0.02919,0.00197","0.00136,0.01659,0.00359,-0.00597,0.00197,-0.00360,0.00452,0.01242,-0.00367,0.00590,-0.00385,-0.00699",-0.013072446802324746
static,holiday_reopen_liquidity,70,2,0.1,0.004521937254111213,-0.027541484588469146,5,-0.006746038553658343,-0.024203097920957144,10,0.003677094500808526,-0.03423062318091341,45,"-0.02637,0.01156,0.00827,-0.00230,-0.02754,0.02867,0.05094,0.01278,0.01208,-0.01369,0.00837,-0.00851","-0.00869,0.00835,-0.01457,-0.01126,-0.00851,-0.01053,-0.00222,0.00981,-0.00439,-0.00287,-0.01187,-0.02420",-0.0219137886110046
static,holiday_reopen_liquidity,70,2,0.2,0.003595858963262954,-0.031198593586901083,6,-0.014373450492678458,-0.03255218657128656,10,0.002354391182396334,-0.03955588126873359,54,"-0.01097,0.00362,0.00904,0.00509,-0.03120,0.03324,0.05503,0.02297,-0.00117,-0.01172,-0.01558,-0.01519","-0.01942,0.00135,-0.03126,-0.01480,-0.01519,-0.01691,-0.00338,0.00469,-0.01157,-0.01239,-0.02105,-0.03255",-0.027476091415158332
static,holiday_reopen_liquidity,70,2,0.35,0.0031849609456593183,-0.031754159890295876,7,-0.02059221281485828,-0.041909064349325384,11,0.0013746035708634252,-0.04586600582253454,56,"-0.00766,-0.00451,0.01073,0.01175,-0.03175,0.03308,0.05452,0.02945,-0.00518,-0.00592,-0.02870,-0.01758","-0.03145,-0.00802,-0.04191,-0.01871,-0.01758,-0.02406,-0.00444,0.00662,-0.01397,-0.02363,-0.03151,-0.03844",-0.03276148320170706
static,holiday_reopen_liquidity,70,4,0.0,0.0034301141687330884,-0.04418648174669302,6,0.00343643391421576,-0.008660389398270928,5,0.005035996240078653,-0.04418648174669302,57,"-0.04419,0.01622,0.00266,-0.01384,-0.02047,0.01476,0.04290,-0.00456,0.02362,-0.01439,0.04148,-0.00303","0.01130,0.01825,0.00048,-0.00358,-0.00303,-0.00559,0.01477,0.01424,0.00101,0.00747,-0.00544,-0.00866",-0.017030442886085972
static,holiday_reopen_liquidity,70,4,0.1,0.00455800363601798,-0.03321764299344168,5,-0.007135288294604729,-0.02765228206615105,9,0.004264197174684996,-0.04388260133245468,47,"-0.03029,0.01460,0.00975,-0.00606,-0.03322,0.02575,0.06370,0.01282,0.00827,-0.01529,0.01282,-0.00818","-0.00493,0.00785,-0.01824,-0.01267,-0.00818,-0.01095,0.00002,0.01076,-0.00411,-0.00733,-0.01019,-0.02765",-0.022402811717672222
static,holiday_reopen_liquidity,70,4,0.2,0.0036029812598961535,-0.03399581201327287,6,-0.015687370550034687,-0.03465352810468602,11,0.002974573468266163,-0.05004951259122531,53,"-0.01158,0.00555,0.01307,0.00357,-0.03400,0.03165,0.06674,0.02444,-0.00331,-0.02196,-0.01730,-0.01363","-0.02103,-0.00038,-0.03465,-0.01717,-0.01363,-0.01765,-0.00390,0.00702,-0.00997,-0.01660,-0.02584,-0.03444",-0.029542900664950772
static,holiday_reopen_liquidity,70,4,0.35,0.004274450162458099,-0.03261791506261117,7,-0.021484661778081473,-0.04610577299631932,11,0.0017135628976045864,-0.052899547149175705,55,"-0.00934,-0.00418,0.01575,0.01083,-0.03262,0.03333,0.06737,0.02983,-0.00467,-0.01300,-0.02704,-0.01496","-0.03397,-0.00894,-0.04611,-0.01791,-0.01496,-0.02619,-0.00719,0.01009,-0.01112,-0.02520,-0.03314,-0.04319",-0.03297157682158597
static,holiday_reopen_liquidity,70,8,0.0,0.002372670075815543,-0.05484209061577999,6,0.00455028882779437,-0.015155922623444257,6,0.005536622770704692,-0.05484209061577999,59,"-0.05484,0.01462,0.00398,-0.01767,-0.02267,0.01128,0.05444,-0.01477,0.01264,-0.01057,0.06004,-0.00803","0.02624,0.02092,-0.00539,-0.00266,-0.00803,-0.00742,0.03128,0.01163,0.00574,0.00393,-0.00648,-0.01516",-0.02098346177985786
static,holiday_reopen_liquidity,70,8,0.1,0.00441643043979276,-0.03865875900529544,5,-0.006970397179864107,-0.02896964628519576,8,0.004902321603175699,-0.0571059447930041,52,"-0.03490,0.01603,0.01467,-0.00653,-0.03866,0.02242,0.07445,0.01650,0.00062,-0.01671,0.01415,-0.00904","0.00193,0.01130,-0.02172,-0.01626,-0.00904,-0.01066,0.00485,0.01330,-0.00515,-0.01243,-0.01079,-0.02897",-0.022555450601175524
static,holiday_reopen_liquidity,70,8,0.2,0.0039019959390545283,-0.0372679731160555,6,-0.016574030040206675,-0.040689015084243746,11,0.003879194333981385,-0.06103724275048588,53,"-0.01260,0.00854,0.01863,0.00382,-0.03727,0.02982,0.08067,0.02328,-0.00583,-0.03062,-0.02143,-0.01021","-0.02427,-0.00168,-0.03816,-0.01891,-0.01021,-0.01774,-0.00400,0.01327,-0.00812,-0.01959,-0.02881,-0.04069",-0.03076672822712028
static,holiday_reopen_liquidity,70,8,0.35,0.005800307103448841,-0.03522602997989585,7,-0.021858178270733785,-0.05078286558576861,11,0.0020452259939515464,-0.06264854871957393,58,"-0.01119,-0.00215,0.02210,0.01143,-0.03523,0.03231,0.08325,0.02925,-0.00494,-0.01701,-0.02479,-0.01343","-0.03583,-0.00923,-0.04955,-0.01587,-0.01343,-0.02650,-0.01019,0.01677,-0.00585,-0.02647,-0.03537,-0.05078",-0.033183993229786574
static,holiday_reopen_liquidity,70,12,0.0,0.0020274841998709774,-0.0554521845028587,6,0.004389067511892963,-0.018696752566660528,6,0.005864683938455758,-0.0554521845028587,58,"-0.05545,0.01420,0.00285,-0.01904,-0.02420,0.01261,0.05526,-0.01829,0.01044,-0.00862,0.06186,-0.00728","0.02740,0.01785,-0.00930,-0.00385,-0.00728,-0.00589,0.03953,0.00800,0.00974,0.00033,-0.00516,-0.01870",-0.0216485730029725
static,holiday_reopen_liquidity,70,12,0.1,0.005021566985854856,-0.04046612345010099,5,-0.007671800678186537,-0.028607387174475616,9,0.005022653845637579,-0.060564002880537385,53,"-0.03781,0.01884,0.01604,-0.00499,-0.04047,0.02279,0.07144,0.01913,0.00019,-0.01233,0.01927,-0.01184","-0.00027,0.00984,-0.02388,-0.01748,-0.01184,-0.00982,0.00675,0.01366,-0.00454,-0.01432,-0.01155,-0.02861",-0.023740243691857912
static,holiday_reopen_liquidity,70,12,0.2,0.0036023199505564006,-0.038701214341336235,6,-0.015975104506040547,-0.04404853880443056,11,0.004165303881375717,-0.06181285538349608,54,"-0.01326,0.00801,0.01982,0.00477,-0.03870,0.02776,0.08085,0.02412,-0.00452,-0.03293,-0.02414,-0.00854","-0.01960,-0.00286,-0.03879,-0.01954,-0.00854,-0.01818,-0.00340,0.01769,-0.00693,-0.01840,-0.02908,-0.04405",-0.03133155654551009
static,holiday_reopen_liquidity,70,12,0.35,0.0058417392465736585,-0.036732923057417675,7,-0.021939532341341578,-0.05389056349595625,11,0.00225845281543066,-0.06256449301143581,56,"-0.01156,-0.00083,0.02525,0.01357,-0.03673,0.03180,0.08426,0.02838,-0.00223,-0.02071,-0.02627,-0.01482","-0.03602,-0.00903,-0.05042,-0.01503,-0.01482,-0.02668,-0.01285,0.02026,-0.00398,-0.02600,-0.03481,-0.05389",-0.03376577615555153
static,overnight_bid,30,2,0.0,-0.000925133476857911,-0.024364477831851666,7,0.018763350204207746,-0.019065020033848547,5,0.005897670751728241,-0.0390633175740179,54,"0.01950,-0.00605,-0.01017,0.00833,-0.02436,-0.01656,-0.00835,-0.02099,0.02781,0.01298,0.01996,-0.01319","-0.01907,-0.00966,-0.01706,-0.01240,-0.01319,0.03520,0.04877,0.06699,0.04629,0.02642,0.03853,0.03433",-0.01277456530800548
static,overnight_bid,30,2,0.1,-0.0032221174928141433,-0.03085938147489694,6,-4.589544820972404e-05,-0.034333756555185536,6,0.004637220990676994,-0.053184426238995705,46,"0.01013,-0.00918,-0.00732,0.00536,-0.03086,0.00116,0.01324,-0.00514,0.00988,0.01246,-0.01425,-0.02415","-0.03433,-0.01193,-0.02299,-0.02528,-0.02415,0.00947,0.01499,0.03726,0.02209,-0.00435,0.01099,0.02767",-0.022695602057407088
static,overnight_bid,30,2,0.2,0.0019547111677453047,-0.035979788375431615,6,-0.0185865881519155,-0.04002715102533515,10,0.0031650786684422547,-0.06840571368824862,49,"0.00116,-0.00084,-0.00348,0.02209,-0.03598,0.02290,0.04342,0.01749,-0.00023,0.01853,-0.03389,-0.02771","-0.04003,-0.00644,-0.02297,-0.02755,-0.02771,-0.01169,0.00373,0.00178,-0.00714,-0.02088,-0.03065,-0.03348",-0.03122479628066823
static,overnight_bid,30,2,0.35,0.0052263983972908185,-0.03919041762125533,6,-0.025764681413207844,-0.061876628919781775,11,0.002388731031714185,-0.05533698272642825,50,"-0.00842,-0.00547,0.00459,0.02661,-0.03500,0.03545,0.05423,0.03466,-0.00598,0.02979,-0.03919,-0.02857","-0.03889,-0.01505,-0.03430,-0.02950,-0.02857,-0.01718,-0.00350,0.00342,-0.00778,-0.02988,-0.04606,-0.06188",-0.03552232206692452
static,overnight_bid,30,4,0.0,-0.0012483476494390248,-0.022076670441389917,7,0.019049078492644547,-0.03034713961889421,5,0.0063795023694674935,-0.04038085201366787,50,"0.01982,-0.00715,-0.00573,0.00589,-0.02077,-0.01928,-0.01279,-0.02208,0.03401,0.01179,0.01964,-0.01835","-0.03035,-0.00998,-0.02487,-0.00910,-0.01835,0.04031,0.05750,0.07416,0.05230,0.02481,0.04409,0.02806",-0.013464990354145381
static,overnight_bid,30,4,0.1,-0.0035299049224482306,-0.035059004632841326,6,-0.0005305424101421357,-0.03681138024942906,6,0.005106071989253293,-0.06863165291281954,47,"0.00941,-0.00900,-0.00018,0.00740,-0.03506,0.00202,0.01117,-0.00792,0.01159,0.01323,-0.01786,-0.02717","-0.03681,-0.00725,-0.02832,-0.03076,-0.02717,0.01252,0.01171,0.04057,0.01973,-0.00553,0.01613,0.02879",-0.024027638583512347
static,overnight_bid,30,4,0.2,0.0026473958453004896,-0.03732581078023266,5,-0.019061835171133943,-0.04295556877410945,11,0.003738767056713222,-0.07170927174797026,48,"0.00421,-0.00187,-0.00539,0.02000,-0.03640,0.02887,0.04899,0.01951,0.00317,0.01854,-0.03733,-0.03054","-0.04296,-0.00248,-0.02093,-0.02588,-0.03054,-0.01505,0.00500,-0.00071,-0.01109,-0.02320,-0.02956,-0.03134",-0.031462386811375406
static,overnight_bid,30,4,0.35,0.0055864241586474775,-0.04171629878103306,6,-0.026034601741761598,-0.06047322974811101,11,0.0025085679769098783,-0.05544304096751157,48,"-0.00946,-0.00659,0.00146,0.02637,-0.03686,0.04022,0.05857,0.03883,-0.00647,0.03217,-0.04172,-0.02947","-0.04003,-0.01544,-0.03487,-0.03196,-0.02947,-0.01742,-0.00383,0.00195,-0.00885,-0.02935,-0.04266,-0.06047",-0.035752144769753594
static,overnight_bid,30,8,0.0,-0.0014255027226495699,-0.022211117608662373,7,0.019798925017867338,-0.037968776681152026,5,0.006159011658900119,-0.04675999528105933,51,"0.02207,-0.00765,-0.00405,0.00329,-0.02218,-0.01856,-0.01444,-0.02152,0.03820,0.01012,0.01981,-0.02221","-0.03797,-0.01278,-0.02944,-0.00259,-0.02221,0.04229,0.06827,0.08015,0.05733,0.02406,0.05034,0.02015",-0.01415959843310972
static,overnight_bid,30,8,0.1,-0.004061257761723287,-0.03739095659251036,5,0.0019031657751692101,-0.03648089666431274,6,0.004965159304607681,-0.07588138273101883,47,"0.00859,-0.01238,0.00235,0.00543,-0.03739,0.00550,0.01815,-0.00846,0.01255,0.01138,-0.02567,-0.02878","-0.03648,-0.00419,-0.03094,-0.03039,-0.02878,0.02109,0.00733,0.05283,0.02278,-0.00317,0.02322,0.02954",-0.023044249125639238
static,overnight_bid,30,8,0.2,0.003335659044336031,-0.03497951718643566,5,-0.01887324202418991,-0.043950518841229434,11,0.004094021795927213,-0.06854147953558812,46,"0.00392,-0.00145,-0.00819,0.01820,-0.03498,0.03252,0.04981,0.02063,0.01141,0.01552,-0.03468,-0.03268","-0.04395,-0.00099,-0.02034,-0.02574,-0.03268,-0.01614,0.00571,-0.00358,-0.01246,-0.02541,-0.02522,-0.02567",-0.030604212184893148
static,overnight_bid,30,8,0.35,0.0064561569553257606,-0.04067992245652535,6,-0.025564185330458993,-0.05931638117043204,11,0.0024114981229665317,-0.054612040227768575,47,"-0.01112,-0.00675,0.00057,0.02767,-0.03729,0.04196,0.06044,0.04213,-0.00589,0.03522,-0.04068,-0.02877","-0.04051,-0.01641,-0.03572,-0.03137,-0.02877,-0.01872,-0.00269,0.00232,-0.00847,-0.02701,-0.04010,-0.05932",-0.034824267163611825
static,overnight_bid,30,12,0.0,-0.001644485912238821,-0.022415502555778424,7,0.020210961630430544,-0.03973177554150111,4,0.006211163268412824,-0.04575357572567661,51,"0.02008,-0.00905,-0.00408,0.00339,-0.02242,-0.01805,-0.01459,-0.02123,0.03998,0.01029,0.01737,-0.02145","-0.03973,-0.01463,-0.02959,0.00139,-0.02145,0.04154,0.07016,0.08424,0.05860,0.02331,0.05127,0.01742",-0.01336578233764606
static,overnight_bid,30,12,0.1,-0.004947144282241057,-0.037630502906584776,5,0.0021658762688749936,-0.0356622088103724,6,0.004800420166447298,-0.0789244226561933,48,"0.01056,-0.01396,0.00219,0.00176,-0.03763,0.00667,0.01690,-0.00913,0.01238,0.01037,-0.02889,-0.03059","-0.03566,-0.00351,-0.03141,-0.03027,-0.03059,0.02162,0.00694,0.05272,0.02206,-0.00227,0.02664,0.02972",-0.02344342491195718
static,overnight_bid,30,12,0.2,0.003636191049511511,-0.03429587020067746,5,-0.01907795666456561,-0.043666354140460925,10,0.0042009082095543,-0.06612140649770358,45,"0.00372,-0.00105,-0.00826,0.01838,-0.03430,0.03332,0.05084,0.02095,0.01340,0.01453,-0.03394,-0.03398","-0.04367,0.00089,-0.02012,-0.02578,-0.03398,-0.01685,0.00492,-0.00479,-0.01222,-0.02582,-0.02544,-0.02607",-0.02931915514488679
static,overnight_bid,30,12,0.35,0.00671587775068837,-0.03934438892195759,6,-0.025254007738143427,-0.059042597520135354,11,0.0023817151510846487,-0.05408753574358177,49,"-0.01171,-0.00705,0.00093,0.02821,-0.03740,0.04350,0.06090,0.04243,-0.00562,0.03422,-0.03934,-0.02847","-0.04117,-0.01696,-0.03483,-0.02961,-0.02847,-0.01901,-0.00125,0.00249,-0.00916,-0.02599,-0.04006,-0.05904",-0.034298349822306784
static,overnight_bid,40,2,0.0,0.00043327858039797235,-0.02286026186439997,7,0.016293606060766165,-0.013013675320075937,5,0.005422383705984338,-0.03786549350922595,50,"0.01911,-0.00288,-0.01197,0.00937,-0.02286,-0.01351,-0.00134,-0.02119,0.02617,0.01277,0.02318,-0.01164","-0.00999,-0.00640,-0.01301,-0.01159,-0.01164,0.02535,0.04006,0.05185,0.04176,0.02192,0.03339,0.03383",-0.011933677311541203
static,overnight_bid,40,2,0.1,-0.001998980730983843,-0.027676179187369355,6,0.0006653046099566393,-0.02855489967146808,6,0.004047998458304342,-0.04019943217873584,48,"0.01226,-0.00780,-0.01027,0.00653,-0.02768,0.00139,0.01740,-0.00442,0.00823,0.01276,-0.01197,-0.02043","-0.02855,-0.01212,-0.01876,-0.02149,-0.02043,0.00892,0.01576,0.03471,0.02266,-0.00559,0.00825,0.02463",-0.02068337405492915
static,overnight_bid,40,2,0.2,0.002120271991234151,-0.03419346982769789,5,-0.01681386940497123,-0.03554578623423152,10,0.0027982672929871034,-0.06215114726880334,49,"0.00000,0.00129,-0.00243,0.02327,-0.03419,0.01983,0.03829,0.01592,-0.00039,0.01795,-0.03072,-0.02338","-0.03555,-0.00831,-0.02418,-0.02775,-0.02338,-0.00938,0.00297,0.00458,-0.00195,-0.01906,-0.02985,-0.02992",-0.028851543721327248
static,overnight_bid,40,2,0.35,0.00471143107311096,-0.03619957780675578,6,-0.025323724275951004,-0.0628679540585775,11,0.0021859214194264297,-0.0544854861748721,49,"-0.00943,-0.00360,0.00554,0.02735,-0.03364,0.03218,0.04912,0.03112,-0.00580,0.02651,-0.03620,-0.02661","-0.03762,-0.01432,-0.03518,-0.02887,-0.02661,-0.01871,-0.00221,0.00531,-0.00655,-0.02913,-0.04713,-0.06287",-0.03520465294686922
static,overnight_bid,40,4,0.0,-0.0011501217506484608,-0.02244842828728726,7,0.01870911868976062,-0.023582302768280352,5,0.006159549641701752,-0.03933214053699899,52,"0.01951,-0.00727,-0.00671,0.00833,-0.02245,-0.01810,-0.01130,-0.02172,0.02918,0.01316,0.01760,-0.01405","-0.02358,-0.00906,-0.02125,-0.01241,-0.01405,0.03789,0.05104,0.07057,0.04826,0.02622,0.03931,0.03156",-0.012943814843958693
static,overnight_bid,40,4,0.1,-0.0030684313435336828,-0.032600699680945894,6,-0.0005775067560422498,-0.03559153087300065,6,0.004893922372446789,-0.06141689226623933,45,"0.01061,-0.00866,-0.00491,0.00632,-0.03260,0.00116,0.01143,-0.00574,0.01230,0.01407,-0.01572,-0.02508","-0.03559,-0.00996,-0.02443,-0.02819,-0.02508,0.00962,0.01357,0.03718,0.01980,-0.00362,0.01284,0.02694",-0.023206093933378427
static,overnight_bid,40,4,0.2,0.0027798907549495245,-0.03615580081137994,5,-0.018991032004496287,-0.042258093636202525,10,0.0033414178133626903,-0.07155170981009884,48,"0.00324,-0.00116,-0.00453,0.02147,-0.03616,0.02571,0.04891,0.01882,0.00110,0.01979,-0.03576,-0.02806","-0.04226,-0.00509,-0.02268,-0.02740,-0.02806,-0.01195,0.00266,0.00114,-0.00825,-0.02246,-0.03110,-0.03244",-0.030124126540018482
static,overnight_bid,40,4,0.35,0.005759279013652359,-0.04115951867962807,6,-0.025989479279655767,-0.06090261153483785,11,0.00255300980447291,-0.05465046773188334,49,"-0.00779,-0.00553,0.00387,0.02628,-0.03572,0.03736,0.05931,0.03619,-0.00665,0.03131,-0.04116,-0.02836","-0.03938,-0.01516,-0.03516,-0.03099,-0.02836,-0.01673,-0.00450,0.00303,-0.00787,-0.03093,-0.04492,-0.06090",-0.03556845374512639
static,overnight_bid,40,8,0.0,-0.0012968184648862685,-0.021631153816665014,7,0.018904214854615357,-0.0334283047871141,5,0.006247283022271914,-0.044116632656880164,51,"0.01974,-0.00619,-0.00527,0.00411,-0.02013,-0.01982,-0.01323,-0.02163,0.03577,0.01071,0.02072,-0.02033","-0.03343,-0.01041,-0.02727,-0.00720,-0.02033,0.04124,0.06089,0.07545,0.05425,0.02348,0.04606,0.02411",-0.013773954488006467
static,overnight_bid,40,8,0.1,-0.003346480598506653,-0.035927040478278716,5,-5.360773590894324e-05,-0.036741098813423065,6,0.005168179379356759,-0.07131620642706023,46,"0.00880,-0.00942,0.00189,0.00742,-0.03593,0.00301,0.01618,-0.00921,0.01264,0.01239,-0.02014,-0.02778","-0.03674,-0.00567,-0.02939,-0.03118,-0.02778,0.01481,0.00960,0.04322,0.02087,-0.00512,0.01841,0.02834",-0.02294093772004588
static,overnight_bid,40,8,0.2,0.0028275343001893266,-0.03684213809788927,5,-0.01869425776801888,-0.04329840423092957,11,0.00391538469366296,-0.07057678022674771,47,"0.00387,-0.00182,-0.00685,0.01898,-0.03591,0.03015,0.04949,0.02108,0.00561,0.01742,-0.03684,-0.03125","-0.04330,-0.00170,-0.02048,-0.02582,-0.03125,-0.01541,0.00606,-0.00160,-0.01136,-0.02384,-0.02739,-0.02824",-0.0311640938039229
static,overnight_bid,40,8,0.35,0.005815852191983987,-0.041522260498545335,6,-0.025914989523145845,-0.060380117749677095,11,0.002425999379747259,-0.05518628131674753,49,"-0.01029,-0.00688,0.00055,0.02663,-0.03711,0.04072,0.05892,0.04106,-0.00635,0.03311,-0.04152,-0.02907","-0.04017,-0.01591,-0.03538,-0.03233,-0.02907,-0.01838,-0.00379,0.00201,-0.00824,-0.02817,-0.04117,-0.06038",-0.03555434211906725
static,overnight_bid,40,12,0.0,-0.001420736846369195,-0.02218848250094858,7,0.019793189407906697,-0.03793537525528275,5,0.006131364394845146,-0.046726307587129964,52,"0.02217,-0.00756,-0.00403,0.00342,-0.02219,-0.01850,-0.01451,-0.02165,0.03788,0.01016,0.01992,-0.02214","-0.03794,-0.01259,-0.02956,-0.00266,-0.02214,0.04234,0.06845,0.08002,0.05726,0.02397,0.05027,0.02012",-0.014154977809622268
