k_sim,top_n,top_k,power,max_weight,penalty,mean_excess,min_excess,max_excess,neg_windows,vals,choices
30,5,30,6,0.06,0.0,0.009584888712832343,-0.021452761121283394,0.04285873193987866,4,"-0.00981,-0.00444,-0.02145,0.00373,-0.00913,0.02176,0.01831,0.01298,0.01233,0.03026,0.04286,0.01761",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_3d:low / amount_trend_5_20:low|vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|amount_trend_5_20:low / ret_1d:high|drawdown_20d:low|ret_5d:low / intraday_mean_5d:low|ret_5d:low|vol_ratio_5_20:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high
30,3,30,1,0.06,0.0,0.009571762854548485,-0.02198064163771895,0.042444456285133075,5,"-0.01077,-0.00398,-0.00477,-0.01224,-0.02198,0.00850,0.03251,0.00356,0.01685,0.03199,0.04244,0.03275",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_3d:low / amount_trend_5_20:low|vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|amount_trend_5_20:low / ret_1d:high|drawdown_20d:low|ret_5d:low / intraday_mean_5d:low|ret_5d:low|vol_ratio_5_20:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high
999,2,50,2,0.06,0.0,0.00957085171255003,-0.025103402066249527,0.029504764600317042,3,"0.02809,0.00526,-0.00587,-0.02510,-0.02149,0.01478,0.02604,0.00253,0.01832,0.02197,0.02081,0.02950",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high
999,2,50,2,0.08,0.0,0.00957085171255003,-0.025103402066249527,0.029504764600317042,3,"0.02809,0.00526,-0.00587,-0.02510,-0.02149,0.01478,0.02604,0.00253,0.01832,0.02197,0.02081,0.02950",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high
999,2,50,2,0.1,0.0,0.00957085171255003,-0.025103402066249527,0.029504764600317042,3,"0.02809,0.00526,-0.00587,-0.02510,-0.02149,0.01478,0.02604,0.00253,0.01832,0.02197,0.02081,0.02950",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high
999,3,50,6,0.1,0.25,0.009569540200471826,-0.045109693527007166,0.07130951885700043,4,"0.04625,0.02887,-0.04511,0.00104,-0.02319,-0.03545,0.02411,0.01418,0.07131,-0.00446,0.01367,0.02361",ret_1d:high|gap_mean_20d:high|amount_trend_5_20:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_5d:low / ret_1d:high|gap_mean_20d:high|ret_5d:low / ret_1d:high|gap_mean_20d:high|ret_5d:low / ret_1d:high|gap_mean_20d:high|ret_5d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low
50,3,30,2,0.1,0.25,0.009561882791791466,-0.029060949082576535,0.03980304344093778,4,"0.01944,-0.00807,-0.01829,-0.00783,-0.02906,0.02484,0.02420,0.00509,0.02055,0.01038,0.03980,0.03369",ret_1d:high|ret_3d:low|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_10d:low / ret_1d:high|ret_5d:low|gap_mean_20d:high / overnight_vol_20d:low|range_vol_20d:low|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / overnight_vol_20d:low|amount_trend_5_20:low|range_vol_20d:low / amount_trend_5_20:low|ret_1d:high|ret_2d:high / amount_trend_5_20:low|vol_5d:low|ret_5d:low / ret_2d:high|ret_1d:high|amount_trend_5_20:low / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_3d:low
30,3,30,1,0.08,0.0,0.009557597909655425,-0.02220027779148391,0.04264968046179902,5,"-0.01085,-0.00402,-0.00524,-0.01238,-0.02220,0.00906,0.03300,0.00358,0.01704,0.03192,0.04265,0.03214",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_3d:low / amount_trend_5_20:low|vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|amount_trend_5_20:low / ret_1d:high|drawdown_20d:low|ret_5d:low / intraday_mean_5d:low|ret_5d:low|vol_ratio_5_20:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high
30,3,30,1,0.1,0.0,0.009557597909655425,-0.02220027779148391,0.04264968046179902,5,"-0.01085,-0.00402,-0.00524,-0.01238,-0.02220,0.00906,0.03300,0.00358,0.01704,0.03192,0.04265,0.03214",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_3d:low / amount_trend_5_20:low|vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|amount_trend_5_20:low / ret_1d:high|drawdown_20d:low|ret_5d:low / intraday_mean_5d:low|ret_5d:low|vol_ratio_5_20:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high
50,5,40,4,0.08,0.0,0.009549723516346633,-0.024533032886153237,0.045872370512311106,3,"0.00405,-0.00418,0.00192,0.01661,-0.02453,0.02104,0.01576,0.00052,0.01626,-0.00869,0.02998,0.04587",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
30,2,40,4,0.1,0.5,0.009541267161011452,-0.0625485504976675,0.056120997685606216,4,"0.02775,-0.01335,-0.06255,0.00855,-0.02805,0.02984,0.01887,-0.02768,0.02072,0.04092,0.04335,0.05612",ret_1d:high|ret_15d:low / ret_1d:high|ret_10d:low / ret_1d:high|ret_10d:low / ret_1d:high|ret_5d:low / overnight_vol_20d:low|vol_5d:low / ret_1d:high|drawdown_20d:high / amount_trend_5_20:low|intraday_mean_5d:low / vol_ratio_5_20:low|ret_5d:low / ret_5d:low|gap_mean_20d:high / range_vol_20d:low|overnight_vol_20d:low / ret_1d:high|amount_z_20d:high / ret_1d:high|ret_2d:high
50,2,50,6,0.08,0.0,0.009533067221896577,-0.031686871968255134,0.05286875486086077,4,"0.02717,-0.00375,0.01100,-0.03169,-0.02331,0.02685,0.01509,-0.02246,0.01256,0.01650,0.05287,0.03356",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_2d:high / amount_trend_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high / drawdown_20d:low|amount_trend_5_20:low / ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high
50,5,50,6,0.08,0.0,0.009528191543344507,-0.02443481813401884,0.04603140622512852,4,"0.00375,-0.00403,0.00113,0.01707,-0.02443,0.02099,0.01587,-0.00000,0.01640,-0.00840,0.02996,0.04603",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
999,2,30,2,0.1,0.5,0.009528041415020382,-0.03177915304822856,0.03140115183781954,3,"0.00964,-0.00534,0.00591,-0.02568,-0.03178,0.01680,0.02876,0.00837,0.01783,0.03140,0.02924,0.02920",amount_trend_5_20:low|gap_mean_20d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high / gap_mean_20d:high|ret_1d:high
12,3,30,4,0.1,0.0,0.009524173562201796,-0.03739545587442626,0.061449732876631497,6,"-0.01140,-0.00268,-0.03740,0.01809,-0.02693,0.03404,0.03287,-0.02397,0.03633,-0.01245,0.06145,0.04633",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:high / ret_1d:high|ret_10d:low|ret_3d:low / ret_10d:low|ret_1d:high|overnight_vol_20d:low / overnight_vol_20d:low|range_vol_20d:low|ret_1d:high / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|ret_5d:low / ret_1d:high|intraday_mean_5d:low|ret_2d:high / intraday_mean_20d:low|drawdown_20d:low|ret_15d:low / obv_20d:high|ret_1d:high|downside_vol_20d:high / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|ret_3d:high
20,5,30,6,0.1,0.25,0.00951964731542238,-0.035639280457191856,0.05844499356759641,6,"-0.01515,-0.00220,-0.03564,0.03111,-0.02939,0.03739,0.02700,-0.02537,0.03338,0.03979,0.05844,-0.00513",ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_1d:high|ret_10d:low|gap_mean_20d:high / ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_5d:low|ret_10d:low|ret_3d:low / overnight_vol_20d:low|range_vol_20d:low|volume_z_20d:high / ret_1d:high|drawdown_20d:high|ret_3d:high / intraday_mean_5d:low|ret_5d:low|range_vol_20d:low / amount_trend_5_20:low|intraday_mean_5d:low|ret_15d:low / intraday_mean_5d:low|ret_5d:low|intraday_mean_20d:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / drawdown_20d:high|ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high|amount_z_20d:high
30,3,30,4,0.06,0.0,0.009516004904720446,-0.019892037521233384,0.04811207977156862,5,"-0.01381,-0.01158,-0.00207,-0.01868,-0.01989,0.01055,0.03473,0.00430,0.01715,0.03118,0.04811,0.03421",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_3d:low / amount_trend_5_20:low|vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|amount_trend_5_20:low / ret_1d:high|drawdown_20d:low|ret_5d:low / intraday_mean_5d:low|ret_5d:low|vol_ratio_5_20:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high
50,2,40,4,0.1,0.25,0.009510379149548465,-0.029032629775140224,0.05641380636486039,3,"-0.02596,-0.00096,0.00318,0.00023,-0.02903,0.03222,0.01735,0.00688,0.01423,0.00897,0.05641,0.03059",ret_1d:high|ret_3d:low / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_5d:low / overnight_vol_20d:low|range_vol_20d:low / ret_1d:high|ret_2d:high / overnight_vol_20d:low|amount_trend_5_20:low / amount_trend_5_20:low|ret_1d:high / amount_trend_5_20:low|vol_5d:low / ret_2d:high|ret_1d:high / ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high
50,5,40,6,0.08,0.0,0.009501538819981637,-0.024284239794317167,0.04810107036920026,4,"0.00353,-0.00583,0.00028,0.01829,-0.02428,0.02178,0.01621,-0.00096,0.01703,-0.00854,0.02842,0.04810",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
999,2,50,6,0.1,0.25,0.00949657518244701,-0.045109693527007166,0.0343281284530487,3,"0.02352,-0.00413,-0.04511,0.00104,-0.03227,0.01669,0.02691,0.01299,0.01758,0.03352,0.03433,0.02888",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high
12,2,30,6,0.1,0.0,0.009495779721922363,-0.06339433317648863,0.0637905788530878,5,"0.02022,-0.00291,-0.06339,0.01171,-0.02929,0.04455,0.03310,-0.02202,0.02710,-0.02637,0.06379,0.05746",ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_10d:low / ret_10d:low|ret_1d:high / overnight_vol_20d:low|range_vol_20d:low / ret_1d:high|ret_2d:high / intraday_mean_5d:low|ret_1d:high / ret_1d:high|intraday_mean_5d:low / intraday_mean_20d:low|drawdown_20d:low / obv_20d:high|ret_1d:high / ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high
30,1,30,4,0.08,0.25,0.009494631416802032,-0.04574129451800102,0.050399590679578866,5,"0.03414,0.00838,-0.04574,-0.00890,-0.03162,0.02192,-0.00007,-0.02739,0.02927,0.03334,0.05019,0.05040",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / overnight_vol_20d:low / ret_1d:high / amount_trend_5_20:low / ret_1d:high / intraday_mean_5d:low / range_vol_20d:low / ret_1d:high / ret_1d:high
50,3,50,4,0.06,0.25,0.009486733066586903,-0.028896926263961547,0.03697431468243907,4,"0.02886,-0.00510,-0.01105,-0.01739,-0.02890,0.01924,0.02252,0.00451,0.02009,0.01497,0.02912,0.03697",ret_1d:high|ret_3d:low|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_10d:low / ret_1d:high|ret_5d:low|gap_mean_20d:high / overnight_vol_20d:low|range_vol_20d:low|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / overnight_vol_20d:low|amount_trend_5_20:low|range_vol_20d:low / amount_trend_5_20:low|ret_1d:high|ret_2d:high / amount_trend_5_20:low|vol_5d:low|ret_5d:low / ret_2d:high|ret_1d:high|amount_trend_5_20:low / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_3d:low
50,5,30,2,0.1,0.0,0.00948327902967501,-0.0239882580924687,0.04419359480476447,4,"0.00219,-0.00309,-0.00283,0.01520,-0.02399,0.02178,0.01577,0.00154,0.01577,-0.00979,0.03705,0.04419",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
50,5,40,2,0.06,0.25,0.009472839529475184,-0.02636231583640406,0.0362565388448359,3,"0.00853,0.00423,-0.01956,-0.01554,-0.02636,0.01768,0.02047,0.01827,0.02506,0.01230,0.03233,0.03626",ret_1d:high|ret_3d:low|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_10d:low / ret_1d:high|ret_5d:low|gap_mean_20d:high / overnight_vol_20d:low|range_vol_20d:low|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / overnight_vol_20d:low|amount_trend_5_20:low|range_vol_20d:low / amount_trend_5_20:low|ret_1d:high|ret_2d:high / amount_trend_5_20:low|vol_5d:low|ret_5d:low / ret_2d:high|ret_1d:high|amount_trend_5_20:low / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_3d:low
50,5,50,4,0.1,0.0,0.009462042397466413,-0.023828975114114657,0.04319424687497418,4,"0.00241,-0.00155,-0.00467,0.01381,-0.02383,0.02143,0.01557,0.00241,0.01513,-0.00856,0.03819,0.04319",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
999,1,30,1,0.08,0.0,0.009445878982988848,-0.03147885653325004,0.040286428762678406,3,"0.02283,0.00227,-0.03148,-0.01739,0.01368,0.01023,0.01299,-0.01449,0.02602,0.01481,0.03359,0.04029",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
999,1,30,1,0.08,0.25,0.009445878982988848,-0.03147885653325004,0.040286428762678406,3,"0.02283,0.00227,-0.03148,-0.01739,0.01368,0.01023,0.01299,-0.01449,0.02602,0.01481,0.03359,0.04029",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
999,1,30,1,0.1,0.0,0.009445878982988848,-0.03147885653325004,0.040286428762678406,3,"0.02283,0.00227,-0.03148,-0.01739,0.01368,0.01023,0.01299,-0.01449,0.02602,0.01481,0.03359,0.04029",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
999,1,30,1,0.1,0.25,0.009445878982988848,-0.03147885653325004,0.040286428762678406,3,"0.02283,0.00227,-0.03148,-0.01739,0.01368,0.01023,0.01299,-0.01449,0.02602,0.01481,0.03359,0.04029",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
50,5,30,4,0.08,0.0,0.009444786958737128,-0.024310927679972942,0.048257897596063616,4,"0.00323,-0.00640,0.00084,0.01848,-0.02431,0.02189,0.01621,-0.00093,0.01691,-0.00878,0.02795,0.04826",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
50,5,30,1,0.06,0.25,0.009434779498204494,-0.026167706135675522,0.03781110475240079,3,"0.00960,0.00458,-0.01951,-0.01798,-0.02617,0.01724,0.02042,0.01876,0.02472,0.01277,0.03099,0.03781",ret_1d:high|ret_3d:low|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_10d:low / ret_1d:high|ret_5d:low|gap_mean_20d:high / overnight_vol_20d:low|range_vol_20d:low|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / overnight_vol_20d:low|amount_trend_5_20:low|range_vol_20d:low / amount_trend_5_20:low|ret_1d:high|ret_2d:high / amount_trend_5_20:low|vol_5d:low|ret_5d:low / ret_2d:high|ret_1d:high|amount_trend_5_20:low / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_3d:low
50,5,30,6,0.1,0.5,0.009430037931536512,-0.054959746355198354,0.06295918109670635,4,"0.02975,-0.00370,-0.05496,0.00494,-0.02857,0.03819,0.02235,0.02001,0.02059,-0.00292,0.06296,0.00454",ret_1d:high|ret_3d:low|drawdown_20d:low / ret_15d:low|ret_1d:high|ret_10d:low / ret_1d:high|gap_mean_20d:high|ret_10d:low / ret_1d:high|ret_5d:low|volume_z_20d:high / overnight_vol_20d:low|range_vol_20d:low|vol_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:high / overnight_vol_20d:low|amount_trend_5_20:low|range_vol_20d:low / amount_trend_5_20:low|vol_ratio_5_20:low|vol_5d:low / amount_trend_5_20:low|vol_5d:low|close_location_ma20:low / ret_2d:high|vol_5d:low|amount_trend_5_20:low / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|drawdown_20d:high|ret_10d:low
30,1,40,6,0.08,0.25,0.009422989536415035,-0.04570938803482311,0.05087027989725775,5,"0.03339,0.00787,-0.04571,-0.00850,-0.03155,0.02245,-0.00001,-0.02776,0.02887,0.03312,0.05004,0.05087",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / overnight_vol_20d:low / ret_1d:high / amount_trend_5_20:low / ret_1d:high / intraday_mean_5d:low / range_vol_20d:low / ret_1d:high / ret_1d:high
50,2,40,4,0.08,0.25,0.009422001883821779,-0.029272005489258353,0.05305024132358417,4,"-0.02448,-0.00278,0.00853,-0.00674,-0.02927,0.02795,0.01618,0.00789,0.01424,0.01288,0.05305,0.03561",ret_1d:high|ret_3d:low / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_5d:low / overnight_vol_20d:low|range_vol_20d:low / ret_1d:high|ret_2d:high / overnight_vol_20d:low|amount_trend_5_20:low / amount_trend_5_20:low|ret_1d:high / amount_trend_5_20:low|vol_5d:low / ret_2d:high|ret_1d:high / ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high
20,3,30,6,0.06,0.5,0.009418803320282812,-0.03868986319189406,0.041774084591874865,3,"0.02748,0.01055,-0.03869,0.01796,-0.02549,0.01026,0.01544,-0.02311,0.04177,0.03227,0.01809,0.02650",ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_1d:high|ret_10d:low|drawdown_20d:high / ret_1d:high|volume_z_20d:high|amount_z_20d:high / ret_5d:low|ret_3d:low|ret_10d:low / overnight_vol_20d:low|range_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|drawdown_20d:high|ret_10d:low / range_vol_20d:low|intraday_mean_5d:low|ret_5d:low / amount_trend_5_20:low|vol_ratio_5_20:low|intraday_mean_5d:low / ret_5d:low|intraday_mean_5d:low|intraday_mean_20d:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / drawdown_20d:high|ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high|amount_z_20d:high
50,2,40,4,0.08,0.0,0.00940693914164628,-0.03080792932542839,0.052890655139181446,4,"0.02596,-0.00358,0.01034,-0.03081,-0.02335,0.02602,0.01517,-0.02226,0.01241,0.01662,0.05289,0.03349",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_2d:high / amount_trend_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high / drawdown_20d:low|amount_trend_5_20:low / ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high
