fullweek_tree,fullweek_tree_aggressive,hybrid_gate,meta_portfolio_ensemble,mean_excess,min_excess,max_excess,neg_windows,vals
0.0,0.15000000000000002,0.1,0.75,0.014064167950006472,0.0002300176816534688,0.030425412352950515,0,"0.02681,0.00754,0.00266,0.00023,0.01671,0.03043"
0.1,0.05,0.05,0.7999999999999999,0.014063878678919742,0.0004695187088610657,0.029527750927471674,0,"0.02665,0.00757,0.00212,0.00047,0.01804,0.02953"
0.05,0.0,0.4,0.5499999999999999,0.01401070942405388,-0.00282127087187891,0.03129588682584458,1,"0.03130,0.00937,0.00391,-0.00282,0.01778,0.02452"
0.05,0.05,0.25,0.6499999999999999,0.014006743474319855,-0.0013361811790361423,0.029014607605451666,1,"0.02901,0.00847,0.00323,-0.00134,0.01745,0.02721"
0.05,0.1,0.1,0.75,0.014002777524585822,0.00014890851380660805,0.02990148555767217,0,"0.02673,0.00756,0.00255,0.00015,0.01712,0.02990"
0.15000000000000002,0.0,0.05,0.7999999999999999,0.014002488254422267,0.00038840954655326027,0.029003824132193316,0,"0.02657,0.00759,0.00201,0.00039,0.01845,0.02900"
0.0,0.0,0.6000000000000001,0.3999999999999999,0.013953574220304599,-0.004626970757214036,0.03365766190931343,1,"0.03366,0.01027,0.00503,-0.00463,0.01719,0.02220"
0.0,0.05,0.45,0.49999999999999994,0.013949608270278711,-0.0031418810635809036,0.03137638268892051,1,"0.03138,0.00936,0.00435,-0.00314,0.01687,0.02489"
0.0,0.1,0.30000000000000004,0.6,0.013945642320686402,-0.0016567913698878195,0.029095103468527596,1,"0.02910,0.00845,0.00367,-0.00166,0.01654,0.02759"
0.1,0.0,0.25,0.65,0.01394535304982239,-0.0014172903413439443,0.028934111742375743,1,"0.02893,0.00848,0.00312,-0.00142,0.01786,0.02669"
0.0,0.15000000000000002,0.15000000000000002,0.7,0.013941676371104083,-0.00017170167613479725,0.030275220187872667,1,"0.02681,0.00754,0.00299,-0.00017,0.01621,0.03028"
0.1,0.05,0.1,0.75,0.013941387100088356,6.77993514988165e-05,0.02937755876239382,0,"0.02665,0.00757,0.00244,0.00007,0.01753,0.02938"
0.0,0.2,0.0,0.8,0.013937710422783798,0.0013133880192302307,0.03296535667283777,0,"0.02453,0.00663,0.00231,0.00131,0.01588,0.03297"
0.05,0.0,0.45,0.49999999999999994,0.013888217845222503,-0.0032229902292411593,0.03129588682584458,1,"0.03130,0.00937,0.00424,-0.00322,0.01727,0.02437"
0.05,0.05,0.30000000000000004,0.5999999999999999,0.013884251895488468,-0.001737900536398402,0.029014607605451666,1,"0.02901,0.00847,0.00356,-0.00174,0.01694,0.02706"
0.05,0.1,0.15000000000000002,0.7,0.01388028594575444,-0.00025281084355564115,0.029751293392594316,1,"0.02673,0.00756,0.00288,-0.00025,0.01662,0.02975"
0.15000000000000002,0.0,0.1,0.75,0.013879996675590886,-1.3309810808992406e-05,0.02885363196711547,1,"0.02657,0.00759,0.00234,-0.00001,0.01794,0.02885"
0.05,0.15000000000000002,0.0,0.7999999999999999,0.013876319996020408,0.0012322788492871162,0.03244142987755943,0,"0.02445,0.00665,0.00220,0.00123,0.01629,0.03244"
0.0,0.0,0.65,0.35,0.013831082641365977,-0.005028690114924926,0.03365766190931343,1,"0.03366,0.01027,0.00535,-0.00503,0.01669,0.02205"
0.0,0.05,0.5,0.44999999999999996,0.013827116691385373,-0.0035436004213148797,0.03137638268892051,1,"0.03138,0.00936,0.00467,-0.00354,0.01636,0.02474"
0.0,0.1,0.35000000000000003,0.55,0.013823150741789218,-0.0020585107276448918,0.029095103468527603,1,"0.02910,0.00845,0.00399,-0.00206,0.01603,0.02743"
0.1,0.0,0.30000000000000004,0.6,0.013822861470991004,-0.0018190096987062004,0.028934111742375743,1,"0.02893,0.00848,0.00345,-0.00182,0.01735,0.02654"
0.0,0.15000000000000002,0.2,0.6499999999999999,0.013819184792203046,-0.0005734210339149622,0.03012502802279482,1,"0.02681,0.00754,0.00331,-0.00057,0.01570,0.03013"
0.1,0.05,0.15000000000000002,0.7,0.013818895521256973,-0.0003339200058634362,0.02922736659731598,1,"0.02665,0.00757,0.00277,-0.00033,0.01702,0.02923"
0.0,0.2,0.05,0.75,0.01381521884262687,0.0009116686598749091,0.03281516450775993,0,"0.02453,0.00663,0.00263,0.00091,0.01537,0.03282"
0.1,0.1,0.0,0.8,0.013814929571522944,0.0011511696869793177,0.03191750308228109,0,"0.02437,0.00666,0.00209,0.00115,0.01669,0.03192"
0.05,0.0,0.5,0.44999999999999996,0.013765726266391115,-0.0036247095866034085,0.03129588682584458,1,"0.03130,0.00937,0.00456,-0.00362,0.01677,0.02422"
0.05,0.05,0.35000000000000003,0.5499999999999998,0.013761760316657087,-0.0021396198937606477,0.029014607605451666,1,"0.02901,0.00847,0.00388,-0.00214,0.01644,0.02691"
0.05,0.1,0.2,0.6499999999999999,0.013757794366923056,-0.0006545302009178973,0.02960110122751647,1,"0.02673,0.00756,0.00320,-0.00065,0.01611,0.02960"
0.15000000000000002,0.0,0.15000000000000002,0.7,0.013757505096759505,-0.00041502916817123814,0.028703439802037628,1,"0.02657,0.00759,0.00266,-0.00042,0.01743,0.02870"
0.05,0.15000000000000002,0.05,0.7499999999999999,0.013753828417189024,0.0008305594919248704,0.03229123771248158,0,"0.02445,0.00665,0.00252,0.00083,0.01578,0.03229"
0.15000000000000002,0.05,0.0,0.7999999999999999,0.013753539147025476,0.0010700605246715261,0.03139357628700275,0,"0.02429,0.00668,0.00198,0.00107,0.01710,0.03139"
0.0,0.0,0.7000000000000001,0.29999999999999993,0.013708591062427625,-0.005430409472627698,0.03365766190931343,1,"0.03366,0.01027,0.00567,-0.00543,0.01618,0.02190"
0.0,0.05,0.55,0.3999999999999999,0.013704625112493382,-0.003945319779040758,0.03137638268892051,1,"0.03138,0.00936,0.00500,-0.00395,0.01585,0.02459"
0.0,0.1,0.4,0.5,0.013700659162893378,-0.002460230085393863,0.029095103468527596,1,"0.02910,0.00845,0.00432,-0.00246,0.01552,0.02728"
0.1,0.0,0.35000000000000003,0.55,0.013700369892159623,-0.0022207290560684496,0.028934111742375743,1,"0.02893,0.00848,0.00377,-0.00222,0.01685,0.02639"
0.0,0.15000000000000002,0.25,0.6,0.013696693213303362,-0.0009751403916870224,0.02997483585771698,1,"0.02681,0.00754,0.00364,-0.00098,0.01519,0.02997"
0.1,0.05,0.2,0.6499999999999999,0.013696403942425592,-0.0007356393632256958,0.02907717443223813,1,"0.02665,0.00757,0.00309,-0.00074,0.01652,0.02908"
0.0,0.2,0.1,0.7000000000000001,0.013692727263723337,0.0005099493020797527,0.03266497234268209,0,"0.02453,0.00663,0.00296,0.00051,0.01486,0.03266"
0.1,0.1,0.05,0.75,0.013692437992691561,0.0007494503296170685,0.03176731091720324,0,"0.02437,0.00666,0.00241,0.00075,0.01619,0.03177"
0.2,0.0,0.0,0.8,0.013692148722528006,0.0009889513623637276,0.030869649491724403,0,"0.02421,0.00670,0.00187,0.00099,0.01751,0.03087"
0.05,0.0,0.55,0.3999999999999999,0.01364323468755973,-0.004026428943965661,0.03129588682584458,1,"0.03130,0.00937,0.00489,-0.00403,0.01626,0.02407"
0.05,0.05,0.4,0.4999999999999999,0.0136392687378257,-0.002541339251122904,0.029014607605451666,1,"0.02901,0.00847,0.00421,-0.00254,0.01593,0.02676"
0.05,0.1,0.25,0.6,0.013635302788091672,-0.0010562495582801465,0.029450909062438628,1,"0.02673,0.00756,0.00353,-0.00106,0.01560,0.02945"
0.15000000000000002,0.0,0.2,0.6499999999999999,0.013635013517928118,-0.0008167485255334873,0.02855324763695978,1,"0.02657,0.00759,0.00298,-0.00082,0.01693,0.02855"
0.05,0.15000000000000002,0.1,0.7,0.013631336838357643,0.00042884013456261083,0.03214104554740374,0,"0.02445,0.00665,0.00285,0.00043,0.01527,0.03214"
0.15000000000000002,0.05,0.05,0.7499999999999999,0.013631047568194091,0.0006683411673092769,0.031243384121924893,0,"0.02429,0.00668,0.00231,0.00067,0.01660,0.03124"
0.0,0.0,0.75,0.25,0.013586099483489524,-0.005832128830322372,0.03365766190931343,1,"0.03366,0.01027,0.00600,-0.00583,0.01567,0.02175"
0.0,0.05,0.6000000000000001,0.34999999999999987,0.01358213353360275,-0.004347039136758525,0.03137638268892051,1,"0.03138,0.00936,0.00532,-0.00435,0.01534,0.02444"
0.0,0.1,0.45,0.45,0.013578167583998898,-0.0028619494431347085,0.029095103468527596,1,"0.02910,0.00845,0.00464,-0.00286,0.01501,0.02713"
0.1,0.0,0.4,0.5,0.01357787831332824,-0.002622448413430699,0.028934111742375743,1,"0.02893,0.00848,0.00410,-0.00262,0.01634,0.02624"
0.0,0.15000000000000002,0.30000000000000004,0.5499999999999999,0.013574201634405031,-0.0013768597494509677,0.02982464369263913,1,"0.02681,0.00754,0.00396,-0.00138,0.01468,0.02982"
0.1,0.05,0.25,0.6,0.013573912363594206,-0.001137358720587938,0.028926982267160284,1,"0.02665,0.00757,0.00342,-0.00114,0.01601,0.02893"
0.0,0.2,0.15000000000000002,0.65,0.013570235684821153,0.00010822994429270788,0.03251478017760424,0,"0.02453,0.00663,0.00328,0.00011,0.01436,0.03251"
0.1,0.1,0.1,0.7000000000000001,0.013569946413860176,0.00034773097225481234,0.0316171187521254,0,"0.02437,0.00666,0.00274,0.00035,0.01568,0.03162"
0.2,0.0,0.05,0.75,0.013569657143696623,0.0005872320050014784,0.03071945732664655,0,"0.02421,0.00670,0.00220,0.00059,0.01700,0.03072"
0.0,0.25,0.0,0.75,0.013566269736429352,0.001593319639556702,0.03520491666256935,0,"0.02225,0.00572,0.00260,0.00159,0.01403,0.03520"
0.05,0.0,0.6000000000000001,0.34999999999999987,0.01352074310872835,-0.004428148301327917,0.03129588682584458,1,"0.03130,0.00937,0.00521,-0.00443,0.01575,0.02392"
0.05,0.05,0.45,0.4499999999999999,0.013516777158994317,-0.002943058608485153,0.029014607605451666,1,"0.02901,0.00847,0.00453,-0.00294,0.01542,0.02661"
0.05,0.1,0.30000000000000004,0.5499999999999999,0.01351281120926029,-0.0014579689156423922,0.029300716897360787,1,"0.02673,0.00756,0.00385,-0.00146,0.01509,0.02930"
0.15000000000000002,0.0,0.25,0.6,0.013512521939096737,-0.0012184678828957365,0.02840305547188194,1,"0.02657,0.00759,0.00331,-0.00122,0.01642,0.02840"
0.05,0.15000000000000002,0.15000000000000002,0.6499999999999999,0.013508845259526258,2.712077720036163e-05,0.03199085338232589,0,"0.02445,0.00665,0.00317,0.00003,0.01476,0.03199"
0.15000000000000002,0.05,0.1,0.7,0.013508555989362707,0.00026662180994702425,0.031093191956847052,0,"0.02429,0.00668,0.00263,0.00027,0.01609,0.03109"
0.05,0.2,0.0,0.75,0.013504879309792231,0.0015122104700431224,0.034680989867291005,0,"0.02217,0.00574,0.00249,0.00151,0.01443,0.03468"
0.0,0.0,0.8,0.19999999999999996,0.01346360790455168,-0.006233848188008949,0.03365766190931342,1,"0.03366,0.01027,0.00632,-0.00623,0.01516,0.02160"
0.0,0.05,0.65,0.29999999999999993,0.013459641954713464,-0.004748758494468177,0.03137638268892051,1,"0.03138,0.00936,0.00564,-0.00475,0.01484,0.02429"
0.0,0.1,0.5,0.4,0.013455676005105763,-0.00326366880086746,0.029095103468527596,1,"0.02910,0.00845,0.00496,-0.00326,0.01451,0.02698"
0.1,0.0,0.45,0.45,0.013455386734496854,-0.003024167770792948,0.028934111742375743,1,"0.02893,0.00848,0.00442,-0.00302,0.01583,0.02609"
0.0,0.15000000000000002,0.35000000000000003,0.49999999999999994,0.013451710055508046,-0.0017785791072068187,0.029674451527561284,1,"0.02681,0.00754,0.00428,-0.00178,0.01418,0.02967"
0.1,0.05,0.30000000000000004,0.5499999999999999,0.013451420784762825,-0.0015390780779501873,0.028776790102082436,1,"0.02665,0.00757,0.00374,-0.00154,0.01550,0.02878"
0.0,0.2,0.2,0.6000000000000001,0.013447744105920326,-0.0002934894134862219,0.0323645880125264,1,"0.02453,0.00663,0.00361,-0.00029,0.01385,0.03236"
0.1,0.1,0.15000000000000002,0.65,0.013447454835028794,-5.3988385107429926e-05,0.031466926587047556,1,"0.02437,0.00666,0.00306,-0.00005,0.01517,0.03147"
0.2,0.0,0.1,0.7000000000000001,0.01344716556486524,0.00018551264763921882,0.030569265161568715,0,"0.02421,0.00670,0.00252,0.00019,0.01650,0.03057"
0.0,0.25,0.05,0.7,0.01344377815634259,0.0011916002802943235,0.03505472449749151,0,"0.02225,0.00572,0.00293,0.00119,0.01352,0.03505"
0.1,0.15000000000000002,0.0,0.75,0.013443488885294765,0.0014311013077353343,0.03415706307201266,0,"0.02209,0.00576,0.00238,0.00143,0.01484,0.03416"
0.05,0.0,0.65,0.29999999999999993,0.013398251529896966,-0.004829867658690163,0.03129588682584458,1,"0.03130,0.00937,0.00553,-0.00483,0.01524,0.02377"
0.05,0.05,0.5,0.3999999999999999,0.013394285580162937,-0.0033447779658474022,0.029014607605451666,1,"0.02901,0.00847,0.00486,-0.00334,0.01491,0.02646"
0.05,0.1,0.35000000000000003,0.49999999999999994,0.013390319630428906,-0.001859688273004645,0.02915052473228294,1,"0.02673,0.00756,0.00418,-0.00186,0.01459,0.02915"
0.15000000000000002,0.0,0.30000000000000004,0.5499999999999999,0.013390030360265362,-0.0016201872402579823,0.0282528633068041,1,"0.02657,0.00759,0.00363,-0.00162,0.01591,0.02825"
0.05,0.15000000000000002,0.2,0.5999999999999999,0.013386353680694877,-0.0003745985801618876,0.031840661217248045,1,"0.02445,0.00665,0.00350,-0.00037,0.01426,0.03184"
0.15000000000000002,0.05,0.15000000000000002,0.6499999999999999,0.013386064410531326,-0.00013509754741522148,0.030942999791769198,1,"0.02429,0.00668,0.00295,-0.00014,0.01558,0.03094"
0.05,0.2,0.05,0.7,0.013382387730960848,0.0011104911126808836,0.034530797702213165,0,"0.02217,0.00574,0.00282,0.00111,0.01393,0.03453"
0.15000000000000002,0.1,0.0,0.75,0.013382098460797293,0.001349992145427529,0.03363313627673432,0,"0.02201,0.00577,0.00227,0.00135,0.01525,0.03363"
0.0,0.0,0.8500000000000001,0.1499999999999999,0.013341116325614105,-0.0066355675456874,0.03365766190931343,1,"0.03366,0.01027,0.00665,-0.00664,0.01466,0.02145"
0.0,0.05,0.7000000000000001,0.2499999999999999,0.013337150375825531,-0.005150477852169724,0.03137638268892051,1,"0.03138,0.00936,0.00597,-0.00515,0.01433,0.02414"
0.0,0.1,0.55,0.35,0.013333184426213979,-0.003665388158592117,0.029095103468527596,1,"0.02910,0.00845,0.00529,-0.00367,0.01400,0.02683"
0.1,0.0,0.5,0.4,0.013332895155665471,-0.003425887128155204,0.028934111742375743,1,"0.02893,0.00848,0.00475,-0.00343,0.01532,0.02594"
0.0,0.15000000000000002,0.4,0.44999999999999996,0.013329218476612415,-0.0021802984649545443,0.029524259362483436,1,"0.02681,0.00754,0.00461,-0.00218,0.01367,0.02952"
0.1,0.05,0.35000000000000003,0.49999999999999994,0.01332892920593144,-0.00194079743531244,0.02862659793700458,1,"0.02665,0.00757,0.00407,-0.00194,0.01499,0.02863"
0.0,0.2,0.25,0.55,0.013325252527020841,-0.0006952087712570575,0.03221439584744855,1,"0.02453,0.00663,0.00393,-0.00070,0.01334,0.03221"
0.1,0.1,0.2,0.6000000000000001,0.013324963256197411,-0.0004557077424696826,0.03131673442196971,1,"0.02437,0.00666,0.00339,-0.00046,0.01466,0.03132"
0.2,0.0,0.15000000000000002,0.65,0.013324673986033856,-0.00021620670972303038,0.03041907299649086,1,"0.02421,0.00670,0.00285,-0.00022,0.01599,0.03042"
0.0,0.25,0.1,0.65,0.01332128657743926,0.0007898809225003883,0.03490453233241366,0,"0.02225,0.00572,0.00325,0.00079,0.01301,0.03490"
0.1,0.15000000000000002,0.05,0.7,0.013320997306463378,0.0010293819503730817,0.03400687090693482,0,"0.02209,0.00576,0.00271,0.00103,0.01434,0.03401"
0.2,0.05,0.0,0.75,0.01332070803629983,0.0012688829831197374,0.03310920948145597,0,"0.02193,0.00579,0.00217,0.00127,0.01566,0.03311"
0.05,0.0,0.7000000000000001,0.2499999999999999,0.01327575995106558,-0.005231587016052412,0.03129588682584458,1,"0.03130,0.00937,0.00586,-0.00523,0.01474,0.02362"
0.05,0.05,0.55,0.34999999999999987,0.013271794001331551,-0.0037464973232096584,0.029014607605451666,1,"0.02901,0.00847,0.00518,-0.00375,0.01441,0.02631"
0.05,0.1,0.4,0.44999999999999996,0.013267828051597522,-0.002261407630366894,0.0290003325672051,1,"0.02673,0.00756,0.00450,-0.00226,0.01408,0.02900"
0.15000000000000002,0.0,0.35000000000000003,0.49999999999999994,0.01326753878143397,-0.0020219065976202384,0.02810267114172625,1,"0.02657,0.00759,0.00396,-0.00202,0.01540,0.02810"
