model,mean,sum,median,min,max,count,negative_windows
weekly_consensus,0.024620640644065668,0.24620640644065667,0.010434554930800992,-0.014941265581802587,0.1230790020582584,10,2
baseline_xgb,0.005547734671361911,0.055477346713619105,0.0026383652462463906,-0.012210844278891388,0.029159633087915394,10,4
