model,mean,sum,median,min,max,count,negative_windows
baseline_guard_adaptive,0.0333739862563331,0.333739862563331,0.025754915881509036,-0.005390433295039097,0.1230790020582584,10,1
weekly_consensus,0.024620640644065668,0.24620640644065667,0.010434554930800992,-0.014941265581802587,0.1230790020582584,10,2
baseline_xgb,0.005547734671361911,0.055477346713619105,0.0026383652462463906,-0.012210844278891388,0.029159633087915394,10,4
