factor,direction,top_k,power,mean_excess,min_excess,max_excess,neg_windows,mean_portfolio_return,asof_20260428_excess
own_ret_5d,low,40,4.0,0.01062357000655835,-0.045096971125861654,0.0374231549708194,4,0.014808215523557234,0.027281793095093237
peer_ret_10d,low,50,1.0,0.010616137005913474,-0.025096852156720736,0.09203812187429569,5,0.01480078252291236,-0.0005931922619747954
peer_vol_60d,high,40,4.0,0.010526520990904098,-0.03450519563311062,0.08498353394390004,6,0.014711166507902981,0.08498353394390004
own_ret_5d,low,30,2.0,0.010523814092942044,-0.041973746930257405,0.0361950926921365,4,0.014708459609940931,0.029105018444706462
own_ret_5d,low,40,3.0,0.010479334618330704,-0.04154877076136107,0.03555618425367125,4,0.014663980135329588,0.02865974999575803
own_ret_5d,low,50,4.0,0.010442765298167782,-0.04127132995852263,0.03496400224507879,4,0.014627410815166669,0.02846108148232139
quiet_peer_leader,low,35,2.0,0.010417920516273075,-0.025459049793265437,0.041703512588142214,4,0.014602566033271959,-0.005527379029039409
peer_ret_10d,low,40,0.5,0.010397107627775765,-0.023841720923904658,0.09263627578338918,6,0.014581753144774652,-0.00010506882797136491
quiet_peer_leader,low,30,1.5,0.010303391873006067,-0.026309935566103865,0.04187293318159643,4,0.014488037390004949,-0.004958924023082942
peer_vol_60d,high,35,3.0,0.010252749991061383,-0.03466531313434752,0.08311880228388505,6,0.014437395508060266,0.08311880228388505
own_ret_5d,low,35,2.0,0.010138351821131477,-0.03929743197081004,0.035215107405566035,4,0.014322997338130363,0.028479522922223652
peer_ret_10d,low,50,0.5,0.010070604924923557,-0.021555051346689447,0.07954962736430012,3,0.01425525044192244,0.0010580518038742076
own_ret_5d,low,30,1.5,0.010040848725911213,-0.039176895497167505,0.035428672583542695,4,0.014225494242910095,0.028719417450445553
quiet_peer_leader,low,50,3.0,0.010019860030858823,-0.02241311352508818,0.040163940695543646,4,0.01420450554785771,-0.00696044548893085
peer_vol_60d,high,30,2.0,0.009998237809635479,-0.03447437392235267,0.07993828185057994,6,0.014182883326634364,0.07993828185057994
own_ret_5d,low,50,3.0,0.009943962474483767,-0.03771558213686894,0.0333935027491785,4,0.014128607991482649,0.027900501205844294
own_ret_5d,low,40,2.0,0.009882857098015571,-0.03704702737560709,0.03391085940243515,4,0.014067502615014457,0.02799818778994284
quiet_peer_leader,low,40,2.0,0.009858945815349006,-0.02152105089917053,0.03993334110558752,4,0.014043591332347893,-0.006133206058579255
own_ret_5d,low,35,1.5,0.009777125116499806,-0.03657522713079827,0.0342138303729669,4,0.01396177063349869,0.02796898735617237
peer_vol_60d,high,40,3.0,0.009729861372763032,-0.03490861329564643,0.0792021946295264,6,0.013914506889761917,0.0792021946295264
quiet_peer_leader,low,35,1.5,0.009713701843647369,-0.02083252267880581,0.03972531394963866,4,0.013898347360646254,-0.005881553125722569
own_ret_5d,low,40,1.5,0.009562243129614598,-0.03442971662848457,0.03285754487726567,4,0.013746888646613482,0.027423382839582344
peer_vol_60d,high,50,4.0,0.009553921733167768,-0.03530944654799771,0.07853240698650102,6,0.013738567250166651,0.07853240698650102
own_ret_60d,low,30,6.0,0.009498238539593494,-0.037711842383917525,0.07492857004381073,5,0.013682884056592378,0.07492857004381073
own_ret_5d,low,30,1.0,0.009482323364402323,-0.03605684058772468,0.0342753123850444,4,0.013666968881401209,0.027697122219259157
own_ret_60d,low,35,8.0,0.009473402424469729,-0.03769452529344009,0.07484557333326206,5,0.013658047941468613,0.07484557333326206
peer_ret_60d,low,30,8.0,0.009462351632553946,-0.04199435013045786,0.0678355275087363,5,0.013646997149552828,0.025902961473257324
