prefix,as_of,path,excess,ret,n
hybrid_gate_no_route,20260316,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_route_20260316.csv,0.07302950183838289,-0.01791651846765416,30
hybrid_gate_no_secondary,20260309,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_secondary_20260309.csv,0.027909322584526424,0.01651621714712041,50
hybrid_gate_no_alpha,20260407,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_alpha_20260407.csv,0.023908348668899515,0.09225472478199576,30
hybrid_gate_no_route,20260130,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_route_20260130.csv,0.022354861368341285,-0.004418505160858866,30
hybrid_gate_no_route,20260330,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_route_20260330.csv,0.035602542524151286,0.012051017663126431,30
hybrid_gate_no_regime,20260421,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_regime_20260421.csv,0.0486586211262175,0.040634029111899346,30
hybrid_gate_no_secondary,20260323,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_secondary_20260323.csv,0.06517392972465556,0.10723665328257896,80
hybrid_gate_no_alpha,20260213,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_alpha_20260213.csv,0.016622924392950898,0.059847856723905045,30
hybrid_gate_no_route,20260309,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_route_20260309.csv,0.025275961682076097,0.013882856244670084,50
hybrid_gate_no_alpha,20260206,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_alpha_20260206.csv,0.020522344262533854,0.0393247300487688,30
hybrid_gate_no_alpha,20260428,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_alpha_20260428.csv,0.0456943248663014,0.10544716864505674,30
hybrid_gate_no_alpha,20260414,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_alpha_20260414.csv,0.019913839604861393,0.04238481067526947,30
hybrid_gate_no_secondary,20260130,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_secondary_20260130.csv,0.022354861368341285,-0.004418505160858866,30
hybrid_gate_no_liquidity,20260421,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_liquidity_20260421.csv,0.042929065466870205,0.03490447345255205,30
hybrid_gate_no_secondary,20260330,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_secondary_20260330.csv,0.035602542524151286,0.012051017663126431,30
hybrid_gate_no_route,20260323,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_route_20260323.csv,0.04514788015494137,0.08721060371286476,80
hybrid_gate_no_liquidity,20260323,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_liquidity_20260323.csv,0.06517392972465556,0.10723665328257896,80
hybrid_gate_no_alpha,20260302,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_alpha_20260302.csv,0.025191797615253673,-0.01856407967014564,50
hybrid_gate_no_alpha,20260316,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_alpha_20260316.csv,0.02598644963315115,-0.0649595706728859,30
hybrid_gate_no_regime,20260130,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_regime_20260130.csv,0.010827210648043747,-0.0159461558811564,30
hybrid_gate_no_route,20260421,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_route_20260421.csv,0.0486586211262175,0.040634029111899346,30
hybrid_gate_no_regime,20260330,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_regime_20260330.csv,0.035602542524151286,0.012051017663126431,30
hybrid_gate_no_liquidity,20260309,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_liquidity_20260309.csv,0.027909322584526424,0.01651621714712041,50
hybrid_gate_no_regime,20260309,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_regime_20260309.csv,0.027909322584526424,0.01651621714712041,50
hybrid_gate_no_liquidity,20260330,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_liquidity_20260330.csv,0.031480908275426864,0.007929383414402011,30
hybrid_gate_no_secondary,20260421,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_secondary_20260421.csv,0.0486586211262175,0.040634029111899346,30
hybrid_gate_no_liquidity,20260130,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_liquidity_20260130.csv,0.022224728440533303,-0.004548638088666844,30
hybrid_gate_no_regime,20260323,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_alpha_ablation_12w_20260509/hybrid_gate_no_regime_20260323.csv,0.06517392972465556,0.10723665328257896,80
hybrid_gate,20260421,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260421.csv,0.05933547439464271,0.05131088238032455,30
hybrid_gate,20260309,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260309.csv,0.027909322584526424,0.01651621714712041,50
hybrid_gate,20260323,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260323.csv,0.06517392972465556,0.10723665328257896,80
hybrid_gate,20260130,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260130.csv,0.03289282607505589,0.006119459545855747,30
hybrid_gate,20260330,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260330.csv,0.05688715981290294,0.033335634951878086,30
hybrid_gate,20260302,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260302.csv,0.029992515901437745,-0.01376336138396157,50
hybrid_gate,20260316,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260316.csv,0.07302950183838289,-0.01791651846765416,30
hybrid_gate,20260407,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260407.csv,0.06736271874026711,0.13570909485336335,30
hybrid_gate,20260428,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260428.csv,0.08005485753819142,0.13980770131694675,30
hybrid_gate,20260414,submissions/stage2/backtests/archive_pre_12pct_20260510/stage2_hybrid_gate_secondary_alpha_v2_12w_20260509/hybrid_gate_20260414.csv,0.04838949476895969,0.07086046583936777,30
