model,mean,sum,median,min,max,count,negative_windows
meta_portfolio_ensemble,0.015423333333333332,0.09254,0.016774999999999998,0.00018999999999999998,0.03366,6,0
hybrid_gate,0.012973333333333335,0.07784,0.011699999999999999,-0.00784,0.03366,6,1
