lookback,top_n,top_k,power,max_weight,mean_excess,min_excess,max_excess,neg_windows,vals,choices
26,12,50,1,0.08,-0.009888796399742422,-0.03198056316005698,0.016233231888570045,10,"-0.03198,0.01454,-0.01667,-0.02245,-0.00731,-0.01243,-0.00323,-0.01237,0.01623,-0.00504,-0.02263,-0.01533",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
26,12,50,1,0.1,-0.009888796399742422,-0.03198056316005698,0.016233231888570045,10,"-0.03198,0.01454,-0.01667,-0.02245,-0.00731,-0.01243,-0.00323,-0.01237,0.01623,-0.00504,-0.02263,-0.01533",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
78,5,35,3,0.1,-0.009944133069105568,-0.029930412024326628,0.009116049485885505,9,"-0.02533,-0.02914,-0.01835,0.00893,0.00676,-0.00015,-0.00426,-0.02993,-0.01283,-0.00947,0.00912,-0.01468",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
52,8,35,3,0.1,-0.009952837126771256,-0.026184203806631036,0.029490797834588238,10,"-0.01542,-0.01596,-0.02025,0.02949,0.00390,-0.02246,-0.00754,-0.02618,-0.01426,-0.00193,-0.01039,-0.01842",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
78,5,35,4,0.08,-0.009969862556810257,-0.029230034667052644,0.008686551748808446,8,"-0.02583,-0.02913,-0.01692,0.00844,0.00869,0.00001,-0.00361,-0.02923,-0.01249,-0.01092,0.00743,-0.01609",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
78,5,30,3,0.08,-0.009971259542648726,-0.029442927837841828,0.00871566249294081,9,"-0.02584,-0.02937,-0.01658,0.00836,0.00872,-0.00004,-0.00359,-0.02944,-0.01231,-0.01084,0.00724,-0.01594",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
78,5,50,6,0.1,-0.010026512795985936,-0.030979370335771788,0.010251155238708131,9,"-0.02531,-0.02917,-0.01986,0.00935,0.00586,-0.00006,-0.00172,-0.03098,-0.01372,-0.00988,0.01025,-0.01508",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
78,5,40,4,0.1,-0.01004175112484784,-0.030486130450898465,0.009487402740476887,9,"-0.02524,-0.02916,-0.01922,0.00906,0.00631,-0.00013,-0.00350,-0.03049,-0.01330,-0.00956,0.00949,-0.01476",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
52,8,40,4,0.1,-0.010071362649459329,-0.026564579856929043,0.029985178242603747,10,"-0.01537,-0.01656,-0.02044,0.02999,0.00426,-0.02258,-0.00814,-0.02656,-0.01394,-0.00198,-0.01024,-0.01928",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,5,35,6,0.1,-0.01008940441475511,-0.033692333284552574,0.02221747086659852,10,"-0.01900,-0.00508,-0.01332,0.02222,-0.01585,-0.03369,-0.00254,-0.02251,-0.01669,-0.00389,-0.01174,0.00102",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
78,12,30,6,0.1,-0.010099184998472536,-0.04089255469882413,0.018842104276095267,8,"-0.00969,-0.01771,-0.02414,0.01884,-0.01495,-0.04089,-0.00859,-0.03085,0.00592,0.01373,0.01112,-0.02399",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
78,5,40,6,0.08,-0.010153793230249918,-0.028879807681631578,0.008993788474903326,8,"-0.02611,-0.02888,-0.01771,0.00801,0.00899,0.00051,-0.00479,-0.02853,-0.01294,-0.01146,0.00790,-0.01683",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
52,8,50,6,0.1,-0.010186187843072772,-0.026757762887890463,0.03060311657625513,10,"-0.01546,-0.01760,-0.02039,0.03060,0.00470,-0.02286,-0.00835,-0.02676,-0.01356,-0.00211,-0.01009,-0.02036",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
78,5,35,4,0.1,-0.010198037404362705,-0.031233051988813373,0.010560581476281788,8,"-0.02570,-0.02960,-0.02008,0.00919,0.00580,0.00018,-0.00148,-0.03123,-0.01385,-0.01067,0.01056,-0.01550",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
78,5,30,3,0.1,-0.010238018668711473,-0.031033507057887683,0.010122411215221658,8,"-0.02570,-0.02973,-0.01969,0.00892,0.00604,0.00020,-0.00247,-0.03103,-0.01369,-0.01048,0.01012,-0.01534",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
52,5,30,6,0.1,-0.010239313296807797,-0.03387901113632177,0.020832021289887887,10,"-0.01814,-0.00405,-0.01300,0.02083,-0.01593,-0.03388,-0.00279,-0.02402,-0.01588,-0.00538,-0.01221,0.00158",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
78,5,30,4,0.08,-0.010246285083574726,-0.02904263113087397,0.009240063286548807,8,"-0.02621,-0.02904,-0.01756,0.00770,0.00924,0.00052,-0.00534,-0.02864,-0.01280,-0.01156,0.00774,-0.01700",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
52,8,30,3,0.1,-0.010271841603925152,-0.026315112210145226,0.03038102808342245,10,"-0.01574,-0.01757,-0.02087,0.03038,0.00491,-0.02292,-0.00805,-0.02632,-0.01402,-0.00191,-0.01042,-0.02075",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,35,4,0.1,-0.010312221671948158,-0.02646857193605493,0.030641453706248843,10,"-0.01572,-0.01816,-0.02076,0.03064,0.00517,-0.02308,-0.00810,-0.02647,-0.01368,-0.00203,-0.01030,-0.02126",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
78,5,35,6,0.08,-0.010411098760847106,-0.02879276137292853,0.009589082386209936,8,"-0.02635,-0.02879,-0.01829,0.00740,0.00959,0.00042,-0.00608,-0.02853,-0.01278,-0.01184,0.00768,-0.01735",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
78,5,40,6,0.1,-0.010593865493434709,-0.03143134160598711,0.011303632211553956,8,"-0.02556,-0.02968,-0.02193,0.00943,0.00521,0.00010,-0.00135,-0.03143,-0.01424,-0.01269,0.01130,-0.01628",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
