model,mean,sum,median,min,max,count,negative_windows
fullweek_tree_aggressive,0.007995,0.04797,-0.0010600000000000002,-0.01375,0.0688,6,3
fullweek_tree,0.0067666666666666665,0.0406,-0.0007050000000000003,-0.013580000000000002,0.05832,6,3
