model,mean,sum,median,min,max,count,negative_windows
baseline_guard_adaptive,0.03540866324793212,0.42490395897518546,0.025754915881509036,0.003434106508926865,0.1230790020582584,12,0
baseline_xgb,0.005268819663755885,0.06322583596507063,0.0026383652462463906,-0.012210844278891388,0.029159633087915394,12,5
