as_of,start,end,cached_source,future_price_rows_available,future_index_rows_available,final_route,same_codes,max_abs_weight_diff,sum_abs_weight_diff,left_names,right_names,leak_check_pass,portfolio_return,benchmark_return,excess_return
2026-01-30,2026-02-02,2026-02-06,submissions/stage2/backtests/probes/meta_portfolio_ensemble_adaptive_power_12w_20260510/meta_portfolio_ensemble_20260130.csv,29907,60,meta_portfolio_ensemble,True,9.503032041835446e-17,1.2928297755260276e-15,30,30,True,0.011217148226467417,-0.02677336652920015,0.037990514755667566
2026-02-13,2026-02-24,2026-03-02,submissions/stage2/backtests/probes/meta_portfolio_ensemble_adaptive_power_12w_20260510/meta_portfolio_ensemble_20260213.csv,24917,50,meta_portfolio_ensemble,True,8.500145032286355e-17,7.858568396720077e-16,30,30,True,0.21163385350480116,0.04322493233095415,0.168408921173847
2026-03-02,2026-03-03,2026-03-09,submissions/stage2/backtests/probes/meta_portfolio_ensemble_adaptive_power_12w_20260510/meta_portfolio_ensemble_20260302.csv,22428,45,meta_portfolio_ensemble,True,9.676504389433127e-17,9.455056161877412e-16,30,30,True,-0.0027595883080344156,-0.043755877285399314,0.040996288977364896
2026-03-09,2026-03-10,2026-03-16,submissions/stage2/backtests/probes/meta_portfolio_ensemble_adaptive_power_12w_20260510/meta_portfolio_ensemble_20260309.csv,19942,40,factor_route,True,9.367506770274758e-17,1.6796460056145435e-15,40,40,True,0.03406391082727295,-0.011393105437406015,0.04545701626467896
2026-03-16,2026-03-17,2026-03-23,submissions/stage2/backtests/probes/meta_portfolio_ensemble_adaptive_power_12w_20260510/meta_portfolio_ensemble_20260316.csv,17451,35,tree_consensus_drawdown_overlay_regime_alpha_final_confidence_alpha,True,9.73613550891983e-17,1.4608540072069687e-15,30,30,True,-0.01334011227228217,-0.09094602030603705,0.07760590803375488
2026-04-14,2026-04-15,2026-04-21,submissions/stage2/backtests/probes/meta_portfolio_ensemble_adaptive_power_12w_20260510/meta_portfolio_ensemble_20260414.csv,7485,15,meta_portfolio_ensemble,True,9.93129189996722e-17,1.394178974965789e-15,30,30,True,0.11617136278420911,0.022470971070408075,0.09370039171380104
2026-04-28,2026-04-29,2026-05-08,submissions/stage2/backtests/probes/meta_portfolio_ensemble_adaptive_power_12w_20260510/meta_portfolio_ensemble_20260428.csv,2495,5,meta_portfolio_ensemble,True,8.023096076392733e-17,4.3422297049403483e-16,30,30,True,0.16284080447156982,0.05975284377875534,0.10308796069281448
