model,mean,sum,median,min,max,count,negative_windows
weekly_alpha_auto,0.0243525,0.29223,0.020085,-0.01279,0.13104,12,4
weekly_alpha_overlay,0.02377,0.28524,0.020085,-0.01978,0.13104,12,4
weekly_alpha_current,0.018629999999999997,0.22355999999999998,0.01752,-0.01863,0.08228999999999999,12,4
meta_portfolio_ensemble,0.01764,0.21168,0.016774999999999998,-0.03009,0.06872,12,2
weekly_alpha_floor,0.017150000000000002,0.2058,0.00779,-0.0116,0.06247,12,4
