model,mean,sum,median,min,max,count,negative_windows
weekly_alpha_auto,0.0243525,0.29223,0.020085,-0.01279,0.13104,12,4
meta_portfolio_ensemble,0.01764,0.21167999999999998,0.016774999999999998,-0.03009,0.06872,12,2
weekly_cycle_tree,0.0079625,0.09555000000000001,0.009035000000000001,-0.04019999999999999,0.04884,12,3
