top_k,power,mix_agg,mean_excess,min_excess,max_excess,neg_windows,mean_portfolio_return,avg_names,vals
30,24,0.0,0.08048754249130172,0.037614859541120614,0.1616148074933298,0,0.0846721880083006,30.833333333333332,"0.04130,0.06793,0.16161,0.03761,0.04546,0.07761,0.07347,0.08245,0.09972,0.09304,0.08221,0.10342"
35,24,0.0,0.08047268613173497,0.03779677062801328,0.1616148074933298,0,0.08465733164873386,32.083333333333336,"0.04130,0.06793,0.16161,0.03780,0.04546,0.07761,0.07275,0.08245,0.09972,0.09341,0.08221,0.10342"
40,24,0.0,0.08043922297691092,0.03794655590505257,0.1616148074933298,0,0.0846238684939098,33.333333333333336,"0.04130,0.06793,0.16161,0.03795,0.04546,0.07761,0.07206,0.08245,0.09972,0.09354,0.08221,0.10342"
50,24,0.0,0.08041845284199294,0.03813767220639424,0.1616148074933298,0,0.08460309835899182,35.833333333333336,"0.04130,0.06793,0.16161,0.03814,0.04546,0.07761,0.07161,0.08245,0.09972,0.09355,0.08221,0.10342"
30,20,0.0,0.08040081921810859,0.03776258185171097,0.16265821782777798,0,0.08458546473510746,30.833333333333332,"0.04110,0.06804,0.16266,0.03776,0.04546,0.07761,0.07291,0.08181,0.09959,0.09337,0.08142,0.10309"
60,24,0.0,0.08039677533363915,0.0381529546741817,0.1616148074933298,0,0.08458142085063804,36.916666666666664,"0.04130,0.06793,0.16161,0.03815,0.04546,0.07761,0.07137,0.08245,0.09972,0.09352,0.08221,0.10342"
80,24,0.0,0.08037077224502905,0.0381529546741817,0.1616148074933298,0,0.08455541776202795,38.583333333333336,"0.04130,0.06793,0.16161,0.03815,0.04546,0.07761,0.07105,0.08245,0.09972,0.09352,0.08221,0.10342"
35,20,0.0,0.08036327434195294,0.037944744839740904,0.16265821782777798,0,0.08454791985895183,32.083333333333336,"0.04110,0.06804,0.16266,0.03794,0.04546,0.07761,0.07208,0.08181,0.09959,0.09356,0.08142,0.10309"
40,20,0.0,0.08033783540297265,0.03807443098200887,0.16265821782777798,0,0.08452248091997154,33.333333333333336,"0.04110,0.06804,0.16266,0.03807,0.04546,0.07761,0.07162,0.08181,0.09959,0.09359,0.08142,0.10309"
50,20,0.0,0.08032359872740845,0.03825577657656667,0.16265821782777798,0,0.08450824424440732,35.833333333333336,"0.04110,0.06804,0.16266,0.03826,0.04546,0.07761,0.07148,0.08181,0.09959,0.09338,0.08142,0.10309"
60,20,0.0,0.08028003114127667,0.03827339161521734,0.16265821782777798,0,0.08446467665827555,36.916666666666664,"0.04110,0.06804,0.16266,0.03827,0.04546,0.07761,0.07103,0.08181,0.09959,0.09328,0.08142,0.10309"
30,16,0.0,0.08027211455871784,0.03794204891145891,0.16387994943610798,0,0.08445676007571672,30.833333333333332,"0.04078,0.06818,0.16388,0.03794,0.04546,0.07761,0.07211,0.08101,0.09962,0.09359,0.08049,0.10261"
80,20,0.0,0.08025835137924693,0.03827339161521734,0.16265821782777798,0,0.08444299689624579,38.583333333333336,"0.04110,0.06804,0.16266,0.03827,0.04546,0.07761,0.07077,0.08181,0.09959,0.09328,0.08142,0.10309"
35,16,0.0,0.08025372907502748,0.03809188142145098,0.16387994943610798,0,0.08443837459202637,32.083333333333336,"0.04078,0.06818,0.16388,0.03809,0.04546,0.07761,0.07169,0.08101,0.09962,0.09364,0.08049,0.10261"
40,16,0.0,0.08024816312136668,0.03820615278782673,0.16387994943610798,0,0.08443280863836557,33.333333333333336,"0.04078,0.06818,0.16388,0.03821,0.04546,0.07761,0.07162,0.08101,0.09962,0.09353,0.08049,0.10261"
50,16,0.0,0.08015515220504593,0.038333332990563455,0.16387994943610798,0,0.08433979772204481,35.833333333333336,"0.04078,0.06818,0.16388,0.03833,0.04546,0.07761,0.07110,0.08101,0.09962,0.09280,0.08049,0.10261"
60,16,0.0,0.08013007755958496,0.03827622996156427,0.16387994943610798,0,0.08431472307658384,36.916666666666664,"0.04078,0.06818,0.16388,0.03828,0.04546,0.07761,0.07112,0.08101,0.09962,0.09254,0.08049,0.10261"
30,12,0.0,0.08005364989614683,0.03812176229293992,0.16573783492161562,0,0.0842382954131457,30.833333333333332,"0.04021,0.06809,0.16574,0.03812,0.04546,0.07761,0.07178,0.08064,0.09821,0.09370,0.07983,0.10127"
35,12,0.0,0.08002507838816515,0.038272675316307014,0.16573783492161562,0,0.08420972390516403,32.083333333333336,"0.04021,0.06809,0.16574,0.03827,0.04546,0.07761,0.07154,0.08064,0.09821,0.09344,0.07983,0.10127"
80,16,0.0,0.0799699586784517,0.03827622996156427,0.16387994943610798,0,0.08415460419545061,38.583333333333336,"0.04078,0.06818,0.16388,0.03828,0.04546,0.07761,0.06920,0.08101,0.09962,0.09254,0.08049,0.10261"
40,12,0.0,0.07995667971711605,0.03831506964707451,0.16573783492161562,0,0.08414132523411492,33.333333333333336,"0.04021,0.06809,0.16574,0.03832,0.04546,0.07761,0.07122,0.08064,0.09821,0.09290,0.07983,0.10127"
50,12,0.0,0.07975272556732452,0.037737609510528417,0.16573783492161562,0,0.0839373710843234,35.833333333333336,"0.04021,0.06809,0.16574,0.03774,0.04546,0.07761,0.07114,0.08064,0.09821,0.09111,0.07983,0.10127"
60,12,0.0,0.079615993896323,0.037694350118190834,0.16573783492161562,0,0.08380063941332189,36.916666666666664,"0.04021,0.06809,0.16574,0.03769,0.04546,0.07761,0.06975,0.08064,0.09821,0.09091,0.07983,0.10127"
80,12,0.0,0.07954334747776795,0.037694350118190834,0.16573783492161562,0,0.08372799299476684,38.583333333333336,"0.04021,0.06809,0.16574,0.03769,0.04546,0.07761,0.06887,0.08064,0.09821,0.09091,0.07983,0.10127"
