as_of,model,selected_route,guard_reason,baseline_top_k,effective_baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_as_of,route_model,route_candidate_count,route_top_k,route_rank_power,route_max_weight,route_n_names,route_max_observed_weight,route_effective_n,route_aggregate_top10,route_sources
2026-04-15,stage2_baseline_guard_ensemble,weekly_consensus,weekly_consensus_allowed,0,0,30,6.0,0.095,30,0.09500000000000001,12.333861463039089,tree_consensus,normal_tree_consensus,0.012450861550431958,0.0034993648972696523,0.4849699398797595,0.0,2026-04-15,stage2_weekly_consensus_ensemble,3,30,6.0,0.095,30,0.09500000000000001,12.333861463039089,300390 | 300570 | 600299 | 002080 | 600339 | 601019 | 600871 | 600583 | 002126 | 300604,live:weekly_alpha_auto | live:weekly_alpha_floor | live:weekly_cycle_tree
