as_of,model,selected_route,guard_reason,baseline_top_k,effective_baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_baseline_top_k,route_baseline_train_rows,route_baseline_train_end,route_baseline_val_start,route_baseline_val_rank_ic,route_baseline_n_names,route_baseline_max_weight
2026-04-13,stage2_baseline_guard_ensemble,baseline_xgb,baseline_guard_overheated_high_breadth,0,35,30,6.0,0.095,35,0.05555555555555555,26.619718309859156,tree_consensus,normal_tree_consensus,0.05743365107980991,-0.033022775558332884,0.7955911823647295,0.03760639037578106,35,349834,2026-03-13,2026-03-23,0.08939103148950614,35,0.05555555555555555
