route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,factor_route_factor,factor_route_direction,factor_route_top_k,factor_route_rank_power,n_names,max_weight,factor_ic_filter_enabled,factor_ic_supported,factor_ic_mean,factor_ic_pos_rate,factor_ic_days,factor_ic_top_spread_mean,factor_ic_route_skipped,factor_ic_route_dampened
tree_consensus,normal_tree_consensus,-0.02556947095085227,0.12121586364290282,0.2725450901803607,-0.03286611889801838,factor_route,factor_intraday_mean_5d_low,intraday_mean_5d,low,30,2.0,30,0.09518773135906927,True,True,0.011797282005241638,0.5166666666666667,60,0.0030302393937380622,False,False
