as_of,model,candidate_count,top_k,rank_power,max_weight,n_names,max_observed_weight,effective_n,aggregate_top10,sources
2026-01-16,stage2_weekly_consensus_ensemble,3,30,6.0,0.095,30,0.09500000000000001,12.333861463039089,300757 | 300136 | 300207 | 688709 | 002202 | 300699 | 600879 | 688114 | 301308 | 601106,live:weekly_alpha_auto | live:weekly_alpha_floor | live:weekly_cycle_tree
