route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,lstm_top_k,lstm_temperature,lstm_rank_blend,n_names,max_weight
tree_consensus,normal_tree_consensus,0.04322493233095415,0.007935585878084517,0.6332665330661322,0.021691973969631073,lstm_rank_weight,lstm_post_rally_sequence,40,0.45,0.9,40,0.1
