as_of,model,selected_route,guard_reason,baseline_top_k,effective_baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_as_of,route_requested_mode,route_effective_mode,route_base_source,route_formula,route_alpha_top_k,route_alpha_power,route_confidence_penalty,route_base_weight,route_final_top_k,route_final_power,route_max_weight,route_n_names,route_max_actual_weight,route_idx_ret_3d,route_idx_ret_5d,route_idx_ret_20d,route_breadth_ret_3d_pos,route_breadth_ret_5d_pos
2026-03-13,stage2_baseline_guard_ensemble,weekly_alpha_current,weekly_alpha_weak_flat_positive_medium_trend,0,0,30,6.0,0.095,35,0.09999999999999998,13.946342365003558,tree_consensus,normal_tree_consensus,-0.014417723691694029,0.011501322042541284,0.4088176352705411,-0.007905138339920903,2026-03-13,current_regime,current_regime,live:meta_portfolio_ensemble,weekly_momo_conf,50,4.0,0.2,0.5,35,4.0,0.1,35,0.09999999999999998,-0.020273348058922447,-0.014417723691694029,0.011501322042541284,0.3795180722891566,0.40963855421686746
