as_of,model,selected_route,guard_reason,baseline_top_k,effective_baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_as_of,route_model,route_top_k,route_score_temperature,route_rank_power,route_score_rank_blend,route_max_weight,route_corr_threshold,route_half_life_days,route_fullweek_boost,route_model_set,route_alpha_blend,route_base_models,route_train_rows,route_features,route_n_names,route_max_observed_weight,route_effective_n
2026-03-27,stage2_baseline_guard_ensemble,weekly_cycle_tree,weekly_cycle_long_selloff_stabilization,0,0,30,6.0,0.095,40,0.08,20.136742283378297,tree_consensus,normal_tree_consensus,-0.002889548078185755,-0.10635113675080421,0.3867735470941884,-0.009541984732824416,2026-03-27,stage2_weekly_cycle_tree,40,0.8,3.0,0.6,0.08,0.9,180.0,0.2,lgb_xgb,0.25,lgb|xgb,319952,64,40,0.08,20.136742283378297
