as_of,model,selected_route,guard_reason,baseline_top_k,effective_baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_as_of,route_requested_mode,route_effective_mode,route_base_source,route_formula,route_alpha_top_k,route_alpha_power,route_confidence_penalty,route_base_weight,route_final_top_k,route_final_power,route_max_weight,route_n_names,route_max_actual_weight,route_idx_ret_3d,route_idx_ret_5d,route_idx_ret_20d,route_breadth_ret_3d_pos,route_breadth_ret_5d_pos
2026-04-10,stage2_baseline_guard_ensemble,weekly_alpha_auto,weekly_alpha_overheated_negative_medium_trend,0,0,30,6.0,0.095,35,0.09999999999999998,11.771890610703133,tree_consensus,normal_tree_consensus,0.04787087098419485,-0.04666646410203901,0.7314629258517034,0.02264375490830317,2026-04-10,auto,stable,live:meta_portfolio_ensemble,vol_obv_amt,50,4.0,0.1,0.6,35,8.0,0.1,35,0.09999999999999998,0.052601791203431114,0.04787087098419485,-0.04666646410203901,0.8534136546184738,0.7329317269076305
