as_of,model,selected_route,guard_reason,baseline_top_k,effective_baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_defensive_route,route_defensive_temperature,route_defensive_max_weight,route_defensive_n_names,route_defensive_effective_n,route_defensive_terms
2026-02-27,stage2_baseline_guard_ensemble,broad_defensive_tilt,baseline_guard_mild_positive_flat_tape,0,0,30,6.0,0.095,498,0.0397865013260924,84.75833667880372,tree_consensus,normal_tree_consensus,0.0278836645270355,0.03229233171129531,0.6412825651302605,0.015272872734415688,broad_defensive_tilt,2.0,0.04,498,84.75833667880372,beta_60d:low:0.25 | market_corr_60d:low:0.15 | downside_vol_20d:low:0.2 | drawdown_20d:high:0.15 | obv_20d:high:0.15 | amount_z_20d:high:0.1
