top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,selected_time_decay_half_life,selected_time_decay_floor,decay_reason,portfolio_mode,score_rank_blend,reweight_factor,reweight_direction,reweight_gamma,reweight_power,reweight_gate,reweight_applied,target_column,target_horizon,shape_horizon,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power,final_route,route_reason,tree_feature_set,n_names,regime_alpha_applied,regime_alpha_factor,regime_alpha_direction,regime_alpha_gamma,regime_alpha_power,regime_alpha_max_weight,liquidity_alpha_applied,liquidity_alpha_factor,liquidity_alpha_direction,liquidity_alpha_gamma,liquidity_alpha_power,liquidity_alpha_max_weight,tree_secondary_alpha_applied,tree_secondary_alpha_factor,tree_secondary_alpha_direction,tree_secondary_alpha_gamma,tree_secondary_alpha_power,tree_secondary_alpha_max_weight,final_confidence_alpha_applied,final_confidence_alpha_factor,final_confidence_alpha_direction,final_confidence_alpha_gamma,final_confidence_alpha_power,final_confidence_alpha_max_weight,meta_layer,meta_passthrough_reason,mix_agg
30,0.05,2.5,0.0,0.09999999999999998,tree_consensus,normal_tree_consensus,-0.011393105437406015,0.004755344468786449,0.4849699398797595,-0.0009120280264694469,14,120,0.5,120,0.5,adaptive_decay_on,rank_consensus,0.0,drawdown_20d,low,1.5,1.0,medium_move,False,target_5d,5,5,40,40,24,40,1.5,40,0.5,tree_consensus_drawdown_overlay_regime_alpha_final_confidence_alpha,tree_default,core,30,True,overnight_ret,high,5.0,3.0,0.1,False,,,0.0,0.0,0.0,False,,,0.0,0.0,0.0,True,ret_20d,high,0.5,1.0,0.1,passthrough_guard,passthrough_weak_flat_tree_tape,0.0
