top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,selected_time_decay_half_life,selected_time_decay_floor,decay_reason,portfolio_mode,score_rank_blend,target_column,target_horizon,shape_horizon,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
30,0.0,1.6,0.0,0.04,tree_consensus,normal_tree_consensus,0.06834637611309624,-0.01179978087150968,0.7975951903807615,0.04450422782141239,14,120,0.5,120,0.5,adaptive_decay_on,rank_consensus,0.0,target_3d,3,3,40,40,30,40,1.5,40,1.5
