route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,factor_route_factor,factor_route_direction,factor_route_top_k,factor_route_rank_power,n_names,max_weight
tree_consensus,normal_tree_consensus,0.04322493233095415,0.007935585878084517,0.6332665330661322,0.021691973969631073,factor_route,factor_downside_vol_20d_low,downside_vol_20d,low,30,2.0,30,0.09518773135906927
