top_k,rank_power,mean_excess_return,sum_excess_return,min_excess_return,std_excess_return,utility_score
100,0.5,0.011702133927769138,0.035106401783307414,-0.0017328806261624995,0.009779370917412083,0.00654647348051241
100,0.75,0.011494743345888866,0.0344842300376666,-0.0029367810298141853,0.010583412773715545,0.0048537678452742405
100,1.0,0.011281841138163143,0.03384552341448943,-0.004011963477583452,0.011251814403749014,0.003331742619267536
100,1.25,0.0111011094149463,0.0333033282448389,-0.004939184072441517,0.01181037501151356,0.0020282940884750363
100,1.5,0.010958885300285265,0.0328766559008558,-0.005730630501153647,0.012282624509626501,0.0009293362207623435
80,0.5,0.010202394889804196,0.030607184669412587,-0.005390300159037936,0.01149330582768601,0.000789437691076156
45,0.5,0.012602690425356151,0.03780807127606845,-0.006976902144060389,0.014918651021955848,0.0004042604236112156
80,0.75,0.010315166973199305,0.030945500919597912,-0.006166071671141755,0.012109381481543278,-8.918821648259793e-05
70,0.5,0.010255106670407197,0.030765320011221592,-0.006563680404645694,0.012282340527700452,-0.0006073929189336557
80,1.0,0.010424660159181155,0.03127398047754346,-0.006805215898401454,0.012647411071780185,-0.0008071496143433636
50,0.5,0.011828162961353264,0.03548448888405979,-0.007545635426590688,0.014774599508131868,-0.000888582293083578
55,0.5,0.010926231985026227,0.03277869595507868,-0.0073557390680432655,0.013641799226893327,-0.0012041368124297023
70,0.75,0.010424583693416242,0.03127375108024873,-0.007178494339989121,0.012895211220085074,-0.001267234573602654
45,0.75,0.012148954661627237,0.036446863984881714,-0.008209252684456936,0.015257742004789007,-0.0014005077245058508
60,0.5,0.010381936934696695,0.031145810804090082,-0.007270142060095616,0.012958747602387816,-0.0014237667862346572
80,1.25,0.010512349054286161,0.03153704716285848,-0.0073505385865574105,0.013105684238179486,-0.001425179015634069
50,0.75,0.011821065577419456,0.03546319673225837,-0.008134484317618394,0.01504331892698811,-0.0015785803646447757
65,0.5,0.010036056860473085,0.030108170581419257,-0.007259993021919688,0.012634905197199352,-0.0016461529804663753
60,0.75,0.010764857021446398,0.032294571064339195,-0.007661304448850485,0.01360952725139745,-0.001659781965393195
55,0.75,0.011153295438759337,0.03345988631627801,-0.00790919572846658,0.01422332594856083,-0.001734064371703533
65,0.75,0.010440957383779315,0.031322872151337944,-0.00757293139067472,0.013229068423003556,-0.001762147954946649
70,1.0,0.010569122261843965,0.0317073667855319,-0.007675523188715019,0.013390089765208325,-0.0017929323446939675
40,0.5,0.012167151743774439,0.03650145523132332,-0.008444352996716378,0.01577997070275805,-0.0018001909989072565
80,1.5,0.010570396632354455,0.03171118989706336,-0.00783221331091434,0.01349219658907519,-0.0019840854847362017
65,1.0,0.010679741285180752,0.032039223855542254,-0.007964401652118015,0.013722012543335793,-0.0020873647571047907
60,1.0,0.010951528431532126,0.03285458529459638,-0.008146220501039948,0.014119742773331903,-0.002136602040173988
70,1.25,0.010666206010187002,0.031998618030561005,-0.00812302919422446,0.0137953639157855,-0.0022852005545623824
55,1.0,0.011216513792330343,0.03364954137699103,-0.008496495198710777,0.014648351409148627,-0.0024069043995824527
65,1.25,0.010793945645897432,0.032381836937692296,-0.008398399194721136,0.014121397317858879,-0.0025469426100743113
50,1.0,0.011612895602317245,0.034838686806951735,-0.008845802823462805,0.015237817268932334,-0.0025661432652718764
60,1.25,0.010992728079969358,0.03297818423990807,-0.008670094851858934,0.014504351954848445,-0.002753889956086532
70,1.5,0.010708479654868201,0.032125438964604604,-0.008550857096962218,0.014127536273635983,-0.002787015137866611
65,1.5,0.010812326782641518,0.032436980347924554,-0.008851199068509875,0.014438380750724364,-0.003092305548621884
45,1.0,0.01160200149614588,0.03480600448843764,-0.009359982851136012,0.015481662517621132,-0.003176563236157527
55,1.25,0.011142446989737575,0.033427340969212724,-0.009098137129769958,0.014947446402534577,-0.0031872963809194844
60,1.5,0.010928474924435725,0.032785424773307176,-0.009200269912664136,0.014787289645933616,-0.0034473463643051767
50,1.25,0.01129409123618591,0.03388227370855773,-0.009580852194799844,0.015376857933759338,-0.003668661235429701
55,1.5,0.010967899198530681,0.032903697595592044,-0.009690690263684368,0.015151641943197234,-0.0040258657452727185
40,0.75,0.011423589291116547,0.03427076787334964,-0.009902220757104077,0.015885069474119735,-0.004038405781929437
45,1.25,0.0110475812608637,0.0331427437825911,-0.010354057533138152,0.01561824718029342,-0.004772862785377149
50,1.5,0.010921239654735288,0.032763718964205865,-0.010280656681983323,0.015470316721886757,-0.0047740278799084
40,1.0,0.010800879190935359,0.03240263757280608,-0.011026781879486143,0.01595278987051669,-0.005809379143231624
45,1.5,0.01052022325571868,0.03156066976715604,-0.011176211467347368,0.015686591018737275,-0.0061462950681867344
40,1.25,0.010250119499319423,0.03075035849795827,-0.011881680674341248,0.015971974232400824,-0.007221752156362113
40,1.5,0.00974792796571025,0.029243783897130747,-0.012521249071831948,0.01593991791454062,-0.008352292376210916
