top_k,alpha_xgb,rank_power,equal_mix,max_weight,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
35,0.0,1.6,0.25,0.04,65,100,53,65,0.5,100,0.5
