top_k,alpha_xgb,rank_power,equal_mix,max_weight,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
30,0.25,1.2,0.0,0.04,40,50,27,40,1.5,50,0.5
