route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
tuned_xgb,rally_pullback_without_strong_20d_sequence_edge,-0.005500602146065625,0.009374900007717013,0.012450861550431958,0.056023728011640905,0.0034993648972696523,0.020519132928789974,0.4849699398797595,0.0,-0.024937655860349017
