route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
layered_lstm,strong_medium_trend_short_pullback_sequence_signal,-0.0023757476156277546,0.011032285495426342,0.022470971070408075,0.09235315662390886,0.11149179282450872,0.01887445793424408,0.5691382765531062,0.0056457304163726185,0.06244689889549715
