route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
tuned_xgb,broad_recovery_from_weak_20d_tape,0.04940384574998302,0.04468729870104937,0.043037018502293245,0.04577634927230778,-0.055307163130745685,0.02063445327559521,0.8132530120481928,0.02671800784270406,-0.05665397301485181
