route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
layered_lstm,downtrend_stabilization_sequence_signal,-0.017591162335822363,-0.003245691973311149,0.0026263025390487194,-0.04973786262669311,-0.08021238372133732,0.01835208309482303,0.5060240963855421,0.001309771737750598,-0.07808827811079122
