policy,n_windows,mean_excess_return,sum_excess_return,min_excess_return,std_excess_return,avg_names,utility_score
drop_high_10,2,0.006838028949935819,0.013676057899871637,-0.0025448539951801567,0.009382882945115975,45.0,0.0019474542184766681
base,2,0.005150120085051332,0.010300240170102663,-0.00560630034054143,0.010756420425592762,50.0,-0.0031452853618882887
tilt_pos_25,2,0.004922912676916382,0.009845825353832764,-0.006077832967771694,0.011000745644688077,50.0,-0.0039051067020273314
tilt_super_50,2,0.004788918691010741,0.009577837382021483,-0.006493516246483096,0.011282434937493837,50.0,-0.0045252062898458135
tilt_pos_50,2,0.004707201679644304,0.009414403359288608,-0.0065339397921198444,0.011241141471764148,50.0,-0.004637023480416578
tilt_pos_100,2,0.004303155112965425,0.00860631022593085,-0.00741010187102778,0.011713256983993205,50.0,-0.006035261004060656
drop_low_10,2,0.0021580233408143752,0.0043160466816287504,-0.008618944913113852,0.010776968253928227,43.0,-0.009155163635781532
drop_low_20,2,0.003733939598295627,0.007467879196591254,-0.010657303708037878,0.014391243306333505,36.5,-0.010521174936325628
drop_low_30,1,-0.009400941045891661,-0.009400941045891661,-0.009400941045891661,0.0,35.0,-0.018801882091783323
