policy,n_windows,mean_excess_return,sum_excess_return,min_excess_return,std_excess_return,avg_names,utility_score
base,2,0.009330052978485208,0.018660105956970416,0.007318391031211582,0.0020116619472736255,50.0,0.016145528522878386
tilt_super_50,2,0.00936940850625279,0.01873881701250558,0.007263088945507808,0.0021063195607449823,50.0,0.01610591756157435
tilt_pos_25,2,0.0092150094247575,0.018430018849515,0.0073215033672800675,0.0018935060574774322,50.0,0.01606313627766821
tilt_pos_50,2,0.009079868834354216,0.01815973766870843,0.007337118982816027,0.001742749851538189,50.0,0.015981300354285695
tilt_pos_100,2,0.008738990062323121,0.017477980124646242,0.007381155346074572,0.0013578347162485488,50.0,0.015780686729335556
drop_high_10,2,0.009861333340256698,0.019722666680513395,0.006004147215555047,0.0038571861247016503,42.0,0.014901184024636333
drop_low_30,1,0.007035987636238111,0.007035987636238111,0.007035987636238111,0.0,32.0,0.014071975272476223
drop_low_20,2,0.007191985795367832,0.014383971590735664,0.005889576620212417,0.0013024091751554154,33.0,0.012755960121791395
drop_low_10,2,0.00993524008599677,0.01987048017199354,0.004113425874611498,0.005821814211385272,40.0,0.01259321240776195
