policy,n_windows,mean_excess_return,sum_excess_return,min_excess_return,std_excess_return,avg_names,utility_score
drop_high_10,2,0.01449716751513017,0.02899433503026034,0.009125608229762626,0.0053715592853675435,43.0,0.02227988592355091
drop_low_10,2,0.01555784291502062,0.03111568583004124,0.006361536254069884,0.009196306660950736,42.0,0.01962030250385282
tilt_pos_100,2,0.011921154690999157,0.023842309381998314,0.008478245543090485,0.0034429091479086724,50.0,0.019538672947112472
tilt_pos_50,2,0.012086316573141916,0.02417263314628383,0.008180259731750877,0.003906056841391038,50.0,0.019290062094545035
tilt_pos_25,2,0.012083779310566152,0.024167558621132304,0.007975037854646747,0.0041087414559194055,50.0,0.019031631801233045
base,2,0.012029205922306312,0.024058411844612625,0.007741849031348412,0.0042873568909579,50.0,0.01869921573091525
tilt_super_50,2,0.01191756653617506,0.02383513307235012,0.007535280619511142,0.004382285916663918,50.0,0.01835727567652022
drop_low_20,2,0.013871595173711965,0.02774319034742393,0.006314281798593467,0.007557313375118498,38.0,0.018296548628525807
drop_low_30,1,0.00842840341341218,0.00842840341341218,0.00842840341341218,0.0,37.0,0.01685680682682436
