policy,n_windows,mean_excess_return,sum_excess_return,min_excess_return,std_excess_return,avg_names,utility_score
base,2,0.016015091532008776,0.03203018306401755,0.013340483308723746,0.0026746082232850287,50.0,0.028686922784911265
drop_low_20,2,0.015078183090813478,0.030156366181626957,0.013631489351168955,0.0014466937396445233,41.5,0.028347999007071304
tilt_pos_25,2,0.015985477541647083,0.031970955083294166,0.012428281671759925,0.003557195869887158,50.0,0.027524460245935217
tilt_pos_50,2,0.015969626112744405,0.03193925222548881,0.011509525511499464,0.004460100601244939,50.0,0.026364126473932634
drop_low_10,2,0.015562320657584016,0.031124641315168032,0.011076835947153632,0.0044854847104303834,47.0,0.02551778542713005
tilt_super_50,2,0.014812559681169983,0.029625119362339965,0.011389864386227123,0.00342269529494286,50.0,0.025346750243661387
drop_low_30,2,0.014239262201468207,0.028478524402936415,0.011655154210487264,0.0025841079909809436,36.5,0.02524838941421024
tilt_pos_100,2,0.01597863114449441,0.03195726228898882,0.009673764352209516,0.0063048667922848915,50.0,0.024076178798632702
drop_high_10,2,0.008673000743950424,0.017346001487900848,0.0018201350827140653,0.006852865661236359,43.5,0.0087799194113554
