route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
fixed_lstm,panic_rebound_sequence_signal,0.021050042704057192,-0.035510194754661994,-0.05222700125972646,-0.09665882430157391,-0.09478679027893788,0.017930996916626266,0.13026052104208416,-0.0572119258662368,-0.09295685279187815
