route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,factor_route_factor,factor_route_direction,factor_route_top_k,factor_route_rank_power,n_names,max_weight
tree_consensus,normal_tree_consensus,-0.02556947095085227,0.12121586364290282,0.2725450901803607,-0.03286611889801838,factor_route,factor_intraday_mean_5d_low,intraday_mean_5d,low,30,2.0,30,0.09518773135906927
