route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,factor_route_factor,factor_route_direction,factor_route_top_k,factor_route_rank_power,n_names,max_weight
tree_consensus,normal_tree_consensus,0.06834637611309624,-0.01179978087150968,0.7975951903807615,0.04450422782141239,factor_route,factor_downside_vol_20d_high,downside_vol_20d,high,30,2.0,30,0.09518773135906927
