as_of,model,selected_route,guard_reason,baseline_top_k,effective_baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_baseline_top_k,route_baseline_train_rows,route_baseline_train_end,route_baseline_val_start,route_baseline_val_rank_ic,route_baseline_n_names,route_baseline_max_weight
2026-03-13,stage2_baseline_guard_ensemble,baseline_xgb,baseline_guard_weak_flat_chop,0,30,30,6.0,0.095,30,0.06451612903225806,22.868852459016395,tree_consensus,normal_tree_consensus,-0.014417723691694029,0.011501322042541284,0.4088176352705411,-0.007905138339920903,30,339873,2026-02-05,2026-02-13,-0.007471719269036364,30,0.06451612903225806
